"accession","disease","sample","epic_cancer","epic_caf","epic_endo","epic_immune"
"GSE32863","LUAD","GSM813490",0.663386464880081,0.0532513864814588,0.15216610515032,0.13119604348814
"GSE32863","LUAD","GSM813491",3.14332310236051e-09,0.00856112772406834,0.843641289455128,0.147797579677481
"GSE32863","LUAD","GSM813492",0.724800321688968,0.0309359237471378,0.122839997953888,0.121423756610006
"GSE32863","LUAD","GSM813493",1.30960538934521e-06,0.00872203112366244,0.936934140364127,0.0543425189068212
"GSE32863","LUAD","GSM813494",0.641390625287254,0.0349460699561956,0.164608225027177,0.159055079729373
"GSE32863","LUAD","GSM813495",0.000242183497624868,0.0179629244170294,0.863150069245355,0.11864482283999
"GSE32863","LUAD","GSM813496",0.610359419589404,0.0543451481477964,0.163314610802936,0.171980821459863
"GSE32863","LUAD","GSM813497",0.07005865788836,0.028505754052523,0.634796205691687,0.26663938236743
"GSE32863","LUAD","GSM813498",0.711278686724621,0.0130442141994018,0.105138541670869,0.170538557405109
"GSE32863","LUAD","GSM813499",3.08022722155929e-10,0.00468190269275956,0.924535069819833,0.0707830271793844
"GSE32863","LUAD","GSM813500",0.371833147827011,0.0710194170295585,0.336534462756285,0.220612972387145
"GSE32863","LUAD","GSM813501",0.0780229505308823,0.0102576934466966,0.736476424886985,0.175242931135436
"GSE32863","LUAD","GSM813502",0.586277365820946,0.0878327759527778,0.171354929348265,0.154534928878011
"GSE32863","LUAD","GSM813503",2.86851708090127e-06,0.00825749721822769,0.824746094702221,0.16699353956247
"GSE32863","LUAD","GSM813504",0.660149665753745,0.0404447962764178,0.169881309245709,0.129524228724129
"GSE32863","LUAD","GSM813505",1.38035092444467e-06,0.0244159835734189,0.806903635151478,0.168679000924179
"GSE32863","LUAD","GSM813506",0.558487189566751,0.0649967649841878,0.251893555719907,0.124622489729155
"GSE32863","LUAD","GSM813508",8.72696600376307e-10,0.00695924079827833,0.899734025594264,0.0933067327347607
"GSE32863","LUAD","GSM813509",0.543931296587325,0.0700107251659045,0.213809419338222,0.172248558908549
"GSE32863","LUAD","GSM813510",5.94066912239506e-06,0.00595780455695682,0.845725600317794,0.148310654456127
"GSE32863","LUAD","GSM813511",0.607962685820905,0.0161626683402066,0.199486717169325,0.176387928669563
"GSE32863","LUAD","GSM813512",6.47846719246634e-09,0.00344366084835297,0.97228661160198,0.0242697210711997
"GSE32863","LUAD","GSM813513",0.666133539755711,0.0275952534235987,0.171863334153594,0.134407872667096
"GSE32863","LUAD","GSM813514",1.18739455718445e-07,0.00483398055115475,0.969272303264645,0.0258935974447442
"GSE32863","LUAD","GSM813515",0.682605447870426,0.012452124134256,0.145392419241214,0.159550008754104
"GSE32863","LUAD","GSM813516",6.49622953389967e-08,0.012935955826062,0.951245884582299,0.0358180946293437
"GSE32863","LUAD","GSM813517",0.374331894464144,0.0109439049039276,0.520211981250399,0.0945122193815303
"GSE32863","LUAD","GSM813519",2.83780645112774e-09,0.00841641449750312,0.794644808136147,0.196938774528543
"GSE32863","LUAD","GSM813520",0.541455224474637,0.0793849973483397,0.183846708098012,0.195313070079011
"GSE32863","LUAD","GSM813521",0.071236022267636,0.0077660336534525,0.822551261544405,0.0984466825345062
"GSE32863","LUAD","GSM813522",0.596098882945126,0.131722184904109,0.122590310329519,0.149588621821246
"GSE32863","LUAD","GSM813523",6.16689355966804e-07,0.0197368431666591,0.948125179833808,0.0321373603101771
"GSE32863","LUAD","GSM813524",0.490750857444816,0.0866605391381828,0.30373528202138,0.118853321395622
"GSE32863","LUAD","GSM813525",0.143872064622066,0.039374355850011,0.621704152853647,0.195049426674276
"GSE32863","LUAD","GSM813526",0.71839980736237,0.0685899027698231,0.119187298317902,0.0938229915499051
"GSE19804","LUAD","GSM494556",0.778767676350962,0.0131007239002015,0.0682799111324752,0.139851688616361
"GSE19804","LUAD","GSM494557",0.793370824892918,0.0137016781809851,0.0529439632970495,0.139983533629047
"GSE19804","LUAD","GSM494558",0.173916089203153,0.0482370921268682,0.240673440761333,0.537173377908646
"GSE19804","LUAD","GSM494559",0.772118728752461,0.00940413511251289,0.0672386368436954,0.151238499291331
"GSE19804","LUAD","GSM494560",0.783805860705114,0.0202881053371304,0.0769771242862974,0.118928909671458
"GSE19804","LUAD","GSM494561",0.418316784100655,0.0165498387694708,0.118773535102017,0.446359842027857
"GSE19804","LUAD","GSM494562",0.801325901171527,0.0241210252209094,0.0398219448493522,0.134731128758212
"GSE19804","LUAD","GSM494563",0.771668855366666,0.0348488420544778,0.0465338045415683,0.146948498037288
"GSE19804","LUAD","GSM494564",0.66529506601005,0.0266130618824214,0.0930277879378576,0.215064084169671
"GSE19804","LUAD","GSM494565",0.724751536802395,0.0312249453364734,0.0503922063045863,0.193631311556545
"GSE19804","LUAD","GSM494566",0.590889153517333,0.0441921171012778,0.0754544627751019,0.289464266606287
"GSE19804","LUAD","GSM494567",0.693059264843649,0.0235404025941669,0.0841990472567345,0.199201285305449
"GSE19804","LUAD","GSM494568",0.464693501851172,0.0217803043937935,0.148551134231625,0.36497505952341
"GSE19804","LUAD","GSM494569",0.436328261678555,0.00875099158944556,0.189900884666179,0.36501986206582
"GSE19804","LUAD","GSM494570",0.639540255178184,0.0302988529472657,0.12059807363138,0.209562818243169
"GSE19804","LUAD","GSM494571",0.706826908500646,0.0210238712312808,0.137850426993792,0.134298793274282
"GSE19804","LUAD","GSM494572",0.851370570050428,0.00775358171856396,0.0484887143714686,0.0923871338595396
"GSE19804","LUAD","GSM494573",0.746873088252863,0.0177070575469775,0.0482908589593578,0.187128995240802
"GSE19804","LUAD","GSM494574",0.683050889311055,0.0308811066456661,0.0483664220716194,0.237701581971659
"GSE19804","LUAD","GSM494575",0.842447806272828,0.015475514432071,0.0379958357878783,0.104080843507223
"GSE19804","LUAD","GSM494576",0.786065710097925,0.0167476972320901,0.0831299035139597,0.114056689156025
"GSE19804","LUAD","GSM494577",0.78262450487478,0.0337131346464118,0.0622411638305909,0.121421196648217
"GSE19804","LUAD","GSM494578",0.751949816829065,0.0110686883580345,0.0758595539189948,0.161121940893906
"GSE19804","LUAD","GSM494579",0.587657764011765,0.0409580936990103,0.0670608028331229,0.304323339456102
"GSE19804","LUAD","GSM494580",0.597047702498082,0.0198329305039466,0.0766225183324645,0.306496848665507
"GSE19804","LUAD","GSM494581",0.785611586922936,0.0110123775779843,0.0750095789552474,0.128366456543832
"GSE19804","LUAD","GSM494582",0.864530877267326,0.00911541113565054,0.0473835312444733,0.0789701803525502
"GSE19804","LUAD","GSM494583",0.785834349467988,0.0328336625198079,0.042498888609174,0.13883309940303
"GSE19804","LUAD","GSM494584",0.712130015524122,0.0211776630263671,0.0863315124901358,0.180360808959376
"GSE19804","LUAD","GSM494585",0.859377654779114,0.00815362910248057,0.0436999003338552,0.0887688157845499
"GSE19804","LUAD","GSM494586",0.806491868121192,0.0131690602977075,0.0370393627356483,0.143299708845453
"GSE19804","LUAD","GSM494587",0.773324617792448,0.0161634229579656,0.040368348387756,0.17014361086183
"GSE19804","LUAD","GSM494588",0.748448540519495,0.0212303256377454,0.087449902139338,0.142871231703422
"GSE19804","LUAD","GSM494589",0.771845234852299,0.0413701358533447,0.0947872654482972,0.0919973638460595
"GSE19804","LUAD","GSM494590",0.734848175552543,0.0432440351351916,0.0731181485846056,0.14878964072766
"GSE19804","LUAD","GSM494591",0.846127028864074,0.022324666216715,0.0617019604692707,0.0698463444499402
"GSE19804","LUAD","GSM494592",0.759264518884817,0.0112464034704044,0.0569091831722049,0.172579894472574
"GSE19804","LUAD","GSM494593",0.805401123673847,0.016793973555864,0.0597067617090882,0.1180981410612
"GSE19804","LUAD","GSM494594",0.660351426155745,0.0147252001528507,0.107584408301009,0.217338965390394
"GSE19804","LUAD","GSM494595",0.806483983310924,0.0390136245574249,0.0585646455607393,0.0959377465709113
"GSE19804","LUAD","GSM494596",0.806017250506217,0.0195686653596029,0.0684137475237631,0.106000336610417
"GSE19804","LUAD","GSM494597",0.425071146333081,0.0422106772963979,0.0791346210850436,0.453583555285477
"GSE19804","LUAD","GSM494598",0.705124269028925,0.0262125759609065,0.0479800479041513,0.220683107106018
"GSE19804","LUAD","GSM494599",0.724781524229871,0.0204417348775113,0.0574840616282655,0.197292679264352
"GSE19804","LUAD","GSM494600",0.770755044976333,0.0304209518677927,0.0757428638680535,0.123081139287821
"GSE19804","LUAD","GSM494601",0.746470521440321,0.0210365114332874,0.0624187982845057,0.170074168841886
"GSE19804","LUAD","GSM494602",0.809803094776041,0.0292559697006699,0.0564598633727431,0.104481072150546
"GSE19804","LUAD","GSM494603",0.536298129097744,0.0346458098459429,0.17976247221697,0.249293588839344
"GSE19804","LUAD","GSM494604",0.564539041605887,0.0579551341959625,0.127008584179819,0.250497240018332
"GSE19804","LUAD","GSM494605",0.447345514976301,0.0161318493486085,0.161487716974877,0.375034918700213
"GSE19804","LUAD","GSM494606",0.777650712865375,0.00862056895003609,0.062780061313133,0.150948656871456
"GSE19804","LUAD","GSM494607",0.414823336776198,0.0310669627907814,0.0775460384316792,0.476563662001341
"GSE19804","LUAD","GSM494608",0.771681464437595,0.00657118285623419,0.0528328563119868,0.168914496394184
"GSE19804","LUAD","GSM494609",0.701043579240551,0.0156924769466675,0.0610864612346085,0.222177482578173
"GSE19804","LUAD","GSM494610",0.588770212466306,0.0411199076552612,0.0636689702556681,0.306440909622765
"GSE19804","LUAD","GSM494611",0.806569526833443,0.0291542895949332,0.0365752482396303,0.127700935331993
"GSE19804","LUAD","GSM494612",0.868981214644651,0.00629893097213538,0.0393642620360694,0.0853555923471446
"GSE19804","LUAD","GSM494613",0.863291279696781,0.00494443374772241,0.0416528340619108,0.0901114524935853
"GSE19804","LUAD","GSM494614",0.85524410765192,0.0160797644937843,0.0501937656658795,0.0784823621884161
"GSE19804","LUAD","GSM494615",0.787972099134871,0.0193824103537893,0.0771428348680123,0.115502655643327
"GSE19804","LUAD","GSM494616",0.318255975312787,0.0112664178183818,0.265726190439091,0.40475141642974
"GSE19804","LUAD","GSM494617",0.475693612486356,0.0111725254842288,0.283713065628618,0.229420796400797
"GSE19804","LUAD","GSM494618",0.0367142799524044,0.00719712871622013,0.446679674869669,0.509408916461706
"GSE19804","LUAD","GSM494619",0.388295623761678,0.0064898661645614,0.227355234360014,0.377859275713746
"GSE19804","LUAD","GSM494620",0.436179795518172,0.00763030477032283,0.279116066108813,0.277073833602692
"GSE19804","LUAD","GSM494621",0.441058143178037,0.0111267921498543,0.283879470151994,0.263935594520115
"GSE19804","LUAD","GSM494622",0.59075766999133,0.0158931841072451,0.270022087013038,0.123327058888387
"GSE19804","LUAD","GSM494623",0.425975690050696,0.00751089211946324,0.217415317036863,0.349098100792978
"GSE19804","LUAD","GSM494624",0.408794117516348,0.00623761008076055,0.213476844689729,0.371491427713163
"GSE19804","LUAD","GSM494625",0.414601097095764,0.00784580682758434,0.283963638262494,0.293589457814158
"GSE19804","LUAD","GSM494626",0.594293820340514,0.0127421042046099,0.226885638521736,0.16607843693314
"GSE19804","LUAD","GSM494627",0.430374402711413,0.0143430450785055,0.191489913636223,0.363792638573859
"GSE19804","LUAD","GSM494628",0.50866827055653,0.0154785668274222,0.223506420748189,0.25234674186786
"GSE19804","LUAD","GSM494629",0.305323794193454,0.00611238416573932,0.249606449950916,0.438957371689891
"GSE19804","LUAD","GSM494630",0.448833524871218,0.00679443255884936,0.274011045785749,0.270360996784184
"GSE19804","LUAD","GSM494631",0.699152773800863,0.0146687052052484,0.103182157546308,0.182996363447581
"GSE19804","LUAD","GSM494632",0.465574967741997,0.00610388470182126,0.154508261626297,0.373812885929884
"GSE19804","LUAD","GSM494633",0.638667180368708,0.00709094754773988,0.108204644675645,0.246037227407907
"GSE19804","LUAD","GSM494634",0.584921637970497,0.0111384994501173,0.171620649547407,0.232319213031978
"GSE19804","LUAD","GSM494635",0.601103503030001,0.018754460392182,0.222891458213401,0.157250578364416
"GSE19804","LUAD","GSM494636",0.527522190038064,0.0102688075093607,0.258875484495499,0.203333517957076
"GSE19804","LUAD","GSM494637",0.332392865390346,0.0102207559734549,0.275429366900589,0.38195701173561
"GSE19804","LUAD","GSM494638",0.495081668730874,0.0109914607159609,0.149919814018728,0.344007056534436
"GSE19804","LUAD","GSM494639",0.561502132954056,0.00613980835210781,0.205380880316403,0.226977178377433
"GSE19804","LUAD","GSM494640",0.0674683142619893,0.00727235792861821,0.290511272346317,0.634748055463076
"GSE19804","LUAD","GSM494641",0.291983482809776,0.00493501836290383,0.2595737654904,0.443507733336921
"GSE19804","LUAD","GSM494642",0.216793921248379,0.00781258983982789,0.315138657157235,0.460254831754558
"GSE19804","LUAD","GSM494643",0.332270896149437,0.00605843581017625,0.2802276151996,0.381443052840787
"GSE19804","LUAD","GSM494644",0.625699856348263,0.0101237835778811,0.168936323262272,0.195240036811584
"GSE19804","LUAD","GSM494645",0.302755660937361,0.0074781751629309,0.264874039201445,0.424892124698263
"GSE19804","LUAD","GSM494646",0.240482119085535,0.00575307402760155,0.252533735294436,0.501231071592427
"GSE19804","LUAD","GSM494647",0.330791952945319,0.00636044542839277,0.214667759172,0.448179842454289
"GSE19804","LUAD","GSM494648",0.578778864148621,0.00801223591817536,0.215865904727915,0.197342995205289
"GSE19804","LUAD","GSM494649",0.416929859609618,0.00760038577165666,0.292334200814267,0.283135553804458
"GSE19804","LUAD","GSM494650",0.550954461606385,0.0162120492257965,0.185681181259419,0.2471523079084
"GSE19804","LUAD","GSM494651",0.428778005025657,0.0109903945058335,0.362298794417338,0.197932806051171
"GSE19804","LUAD","GSM494652",0.331222198762633,0.0111215844339329,0.258443250549916,0.399212966253518
"GSE19804","LUAD","GSM494653",0.562905417986475,0.0121757398646739,0.234015877842991,0.19090296430586
"GSE19804","LUAD","GSM494654",0.483528422105032,0.00813475058903767,0.204237855888949,0.304098971416982
"GSE19804","LUAD","GSM494655",0.478789100166523,0.00739824336921013,0.212082886187493,0.301729770276774
"GSE19804","LUAD","GSM494656",0.567709821672626,0.0159606776573431,0.127383389000023,0.288946111670008
"GSE19804","LUAD","GSM494657",0.730777319230785,0.00623956938380283,0.064418721933053,0.198564389452359
"GSE19804","LUAD","GSM494658",0.572701067209786,0.029949006486556,0.13180050328218,0.265549423021478
"GSE19804","LUAD","GSM494659",0.453733124670032,0.0120969967498077,0.249566503408545,0.284603375171615
"GSE19804","LUAD","GSM494660",0.618191839079533,0.00899386818469953,0.205959709329999,0.166854583405768
"GSE19804","LUAD","GSM494661",0.308499266791298,0.00752068398615742,0.277374310178523,0.406605739044022
"GSE19804","LUAD","GSM494662",0.322194490274498,0.0111391749040829,0.285533954099118,0.381132380722302
"GSE19804","LUAD","GSM494663",0.490998644571195,0.0109801204393056,0.313066505456564,0.184954729532935
"GSE19804","LUAD","GSM494664",0.404786702708599,0.0171165562838583,0.248816795203634,0.329279945803908
"GSE19804","LUAD","GSM494665",0.517052364127843,0.0173524415302001,0.140918539082188,0.324676655259769
"GSE19804","LUAD","GSM494666",0.282185520953769,0.00715057285741027,0.220552061596979,0.490111844591842
"GSE19804","LUAD","GSM494667",0.266357365680806,0.00531518765071207,0.24489435460165,0.483433092066832
"GSE19804","LUAD","GSM494668",0.562961608788989,0.00630651332582445,0.131688734502398,0.299043143382789
"GSE19804","LUAD","GSM494669",0.496866666205395,0.00811790010594234,0.207994897634529,0.287020536054134
"GSE19804","LUAD","GSM494670",0.503764051297051,0.00925830073473688,0.24763936028351,0.239338287684702
"GSE19804","LUAD","GSM494671",0.467527862407356,0.00841345414560829,0.136228732827562,0.387829950619473
"GSE19804","LUAD","GSM494672",0.61502483507507,0.00571031358498081,0.152858523520696,0.226406327819253
"GSE19804","LUAD","GSM494673",0.575665118960944,0.0070675606160551,0.23973580839,0.177531512033001
"GSE19804","LUAD","GSM494674",0.359775269132186,0.00496914383495861,0.202316067096476,0.43293951993638
"GSE19804","LUAD","GSM494675",0.246420316996148,0.0185159527654802,0.0599291721444175,0.675134558093954
"GSE10072","LUAD","GSM254625",0.458173765654463,0.0236163318838008,0.230071906782842,0.288137995678895
"GSE10072","LUAD","GSM254626",1.22011732583062e-06,0.0090040441460522,0.476289198562422,0.5147055371742
"GSE10072","LUAD","GSM254627",0.72737072226562,0.011432163666083,0.0684388934023132,0.192758220665984
"GSE10072","LUAD","GSM254628",3.39649365456055e-06,0.00892206201922922,0.623191227278689,0.367883314208427
"GSE10072","LUAD","GSM254631",0.65870587031863,0.0206766642974264,0.104983898027818,0.215633567356125
"GSE10072","LUAD","GSM254632",0.309164883799977,0.0408276871195415,0.370422635747333,0.279584793333148
"GSE10072","LUAD","GSM254633",0.668664446415892,0.0252272235527779,0.0829299797025895,0.22317835032874
"GSE10072","LUAD","GSM254634",0.256082633234159,0.0142076343308814,0.348520729689485,0.381189002745475
"GSE10072","LUAD","GSM254635",0.234076282801954,0.0100569001544308,0.367769250813827,0.388097566229788
"GSE10072","LUAD","GSM254636",0.66720155234039,0.0239393054517065,0.0719965090528094,0.236862633155094
"GSE10072","LUAD","GSM254637",0.614344480701729,0.0147517505366563,0.104116867044761,0.266786901716854
"GSE10072","LUAD","GSM254638",0.378694576016083,0.00757387104154509,0.256909589626613,0.356821963315759
"GSE10072","LUAD","GSM254639",0.620233879610867,0.0337682223907535,0.115907322974138,0.230090575024242
"GSE10072","LUAD","GSM254640",0.289567823260446,0.0100925716536073,0.368895952196674,0.331443652889273
"GSE10072","LUAD","GSM254644",3.15831053397393e-09,0.00716032522569035,0.389768129244788,0.603071542371212
"GSE10072","LUAD","GSM254645",0.481561879665634,0.016339146677782,0.146452757037937,0.355646216618648
"GSE10072","LUAD","GSM254648",0.559608134314747,0.012476895788748,0.132244946064212,0.295670023832294
"GSE10072","LUAD","GSM254649",0.117341876610219,0.0103136846392627,0.551104799034463,0.321239639716055
"GSE10072","LUAD","GSM254650",0.54149830115888,0.0189959462216078,0.208901264516522,0.23060448810299
"GSE10072","LUAD","GSM254651",0.293921963934201,0.00927084003043263,0.498100989365981,0.198706206669386
"GSE10072","LUAD","GSM254658",0.166367649039219,0.00792066840685562,0.625050052588934,0.200661629964991
"GSE10072","LUAD","GSM254659",0.569857831784835,0.0225299139129085,0.136440805063999,0.271171449238258
"GSE10072","LUAD","GSM254666",0.576374052295466,0.0275760061357042,0.138996598920828,0.257053342648002
"GSE10072","LUAD","GSM254667",0.291708559708026,0.00905739804589742,0.2599988873164,0.439235154929677
"GSE10072","LUAD","GSM254668",0.64151004456525,0.0216800300376837,0.112090550294087,0.224719375102979
"GSE10072","LUAD","GSM254669",0.172266004309686,0.00993060807324389,0.521047981275134,0.296755406341935
"GSE10072","LUAD","GSM254670",0.5098281564632,0.0266499702762382,0.147274397926467,0.316247475334095
"GSE10072","LUAD","GSM254671",0.232951163884539,0.0111032548955051,0.463875819150034,0.292069762069922
"GSE10072","LUAD","GSM254673",2.32152057412097e-07,0.00698630626144845,0.469977138231638,0.523036323354856
"GSE10072","LUAD","GSM254674",0.647794631759424,0.0212675850382569,0.0892407188691438,0.241697064333176
"GSE10072","LUAD","GSM254675",0.727507674701135,0.0252233068310489,0.0719316517917071,0.175337366676109
"GSE10072","LUAD","GSM254676",0.257847048202855,0.00823912094976954,0.314908913499536,0.419004917347839
"GSE10072","LUAD","GSM254678",0.682026673176926,0.0192584100444976,0.0587469383963151,0.239967978382261
"GSE10072","LUAD","GSM254679",0.128095467880793,0.0123683779806854,0.362599384295226,0.496936769843296
"GSE10072","LUAD","GSM254680",0.700125624157937,0.0203044996180594,0.0746943109509038,0.2048755652731
"GSE10072","LUAD","GSM254681",0.132654856967181,0.00895249883035506,0.380434903910555,0.47795774029191
"GSE10072","LUAD","GSM254682",0.587331594679746,0.0405501431406925,0.0904645506860744,0.281653711493487
"GSE10072","LUAD","GSM254683",0.299998673161974,0.00814445395369794,0.320792080967165,0.371064791917163
"GSE10072","LUAD","GSM254684",0.613632815248505,0.0237680892390693,0.11440666458431,0.248192430928116
"GSE10072","LUAD","GSM254685",0.0357054921806714,0.00723590825618039,0.342982722101782,0.614075877461366
"GSE10072","LUAD","GSM254689",0.221989599092406,0.00966721267752661,0.40902516511678,0.359318023113287
"GSE10072","LUAD","GSM254690",0.575378066700503,0.0143010215664372,0.0795638645129388,0.330757047220122
"GSE10072","LUAD","GSM254691",0.0762414713003502,0.00788574283018168,0.367099292068872,0.548773493800596
"GSE10072","LUAD","GSM254692",0.710312596102146,0.0229505104584423,0.0738436371352511,0.192893256304161
"GSE10072","LUAD","GSM254693",0.0850234130723754,0.00833595753909361,0.491759545005761,0.41488108438277
"GSE10072","LUAD","GSM254694",0.616811237027668,0.0168522808736684,0.163289120073679,0.203047362024985
"GSE10072","LUAD","GSM254701",0.720862946263467,0.0122652162414576,0.112812154641366,0.15405968285371
"GSE10072","LUAD","GSM254702",7.75709853597548e-09,0.00643845073093264,0.511268088549563,0.482293452962406
"GSE10072","LUAD","GSM254703",0.380975451287912,0.0178974959550453,0.317043943901302,0.28408310885574
"GSE10072","LUAD","GSM254704",0.739061902897719,0.0102824935779957,0.0774375333754297,0.173218070148856
"GSE10072","LUAD","GSM254705",0.555119018254494,0.0176516489577626,0.129449991432272,0.297779341355472
"GSE10072","LUAD","GSM254706",0.181396032247783,0.0106829209091249,0.404439536646287,0.403481510196805
"GSE10072","LUAD","GSM254707",0.621964732223132,0.0350907765277604,0.0855065541019859,0.257437937147122
"GSE10072","LUAD","GSM254708",0.200156837662985,0.0112529220692819,0.44699072175049,0.341599518517244
"GSE10072","LUAD","GSM254709",0.638168923071749,0.0276672016507981,0.130506040742856,0.203657834534597
"GSE10072","LUAD","GSM254710",0.292290037920604,0.0218466594836368,0.344781240420439,0.34108206217532
"GSE10072","LUAD","GSM254714",0.615744422223929,0.0188310161988097,0.135167761096925,0.230256800480336
"GSE10072","LUAD","GSM254715",5.34000227801293e-08,0.00631624138159536,0.426777886449838,0.566905818768544
"GSE10072","LUAD","GSM254716",0.457134587847939,0.0337038278135098,0.207631189057004,0.301530395281546
"GSE10072","LUAD","GSM254717",1.86516475576365e-07,0.0147486002310752,0.777797536348765,0.207453676903684
"GSE10072","LUAD","GSM254718",0.677364374558762,0.0331737765361376,0.0969727355369256,0.192489113368175
"GSE10072","LUAD","GSM254719",0.0129049818808042,0.00745066105675041,0.50369103597845,0.475953321083996
"GSE10072","LUAD","GSM254726",0.395317507354499,0.0247485360502014,0.211603260627316,0.368330695967983
"GSE10072","LUAD","GSM254727",0.0868082088954689,0.0129869220565545,0.563442686357076,0.336762182690901
"GSE10072","LUAD","GSM254729",0.461384611805426,0.0185432216116813,0.157114315235511,0.362957851347382
"GSE10072","LUAD","GSM254730",7.62593535361307e-08,0.00791199665021592,0.461068706156445,0.531019220933985
"GSE44076","CRC","GSM1077648",0.916247477175768,0.019248339335029,0.0243354486319622,0.0401687348572404
"GSE44076","CRC","GSM1077649",0.941412246719252,0.00926298833118061,0.0199275353818623,0.0293972295677046
"GSE44076","CRC","GSM1077650",0.900603899180245,0.0175636607829494,0.0408458322054975,0.040986607831308
"GSE44076","CRC","GSM1077651",0.934264808252738,0.01230374120607,0.0210063909099918,0.0324250596312006
"GSE44076","CRC","GSM1077652",0.934972886768212,0.00600325859906136,0.0200230933797887,0.039000761252938
"GSE44076","CRC","GSM1077653",0.888757775779187,0.0255436935898519,0.0352554960622157,0.0504430345687456
"GSE44076","CRC","GSM1077654",0.899895361635655,0.0373444314085544,0.0296475091263182,0.033112697829472
"GSE44076","CRC","GSM1077655",0.940345648405272,0.00826914585120359,0.0206978702916509,0.0306873354518731
"GSE44076","CRC","GSM1077656",0.936881934580179,0.0133601812195334,0.0194024995320549,0.0303553846682324
"GSE44076","CRC","GSM1077657",0.934906525688193,0.00837408298313738,0.0217747933628494,0.0349445979658201
"GSE44076","CRC","GSM1077658",0.935228824457732,0.00925553966157769,0.0270931553724787,0.0284224805082118
"GSE44076","CRC","GSM1077659",0.886561704942446,0.00667288901948803,0.0256578872334282,0.0811075188046374
"GSE44076","CRC","GSM1077660",0.913140805059522,0.0119693292694729,0.0243216759301007,0.0505681897409039
"GSE44076","CRC","GSM1077661",0.937845428852998,0.00982058610979206,0.0146458041450058,0.0376881808922043
"GSE44076","CRC","GSM1077662",0.913237302902668,0.0106095847516248,0.0189325486067011,0.0572205637390058
"GSE44076","CRC","GSM1077663",0.925229433734982,0.0156853082880655,0.0236133380725437,0.0354719199044092
"GSE44076","CRC","GSM1077664",0.937218512745023,0.0143283909467346,0.0170908572334842,0.031362239074758
"GSE44076","CRC","GSM1077665",0.890711078838658,0.0340835284115809,0.0360038293493509,0.0392015634004101
"GSE44076","CRC","GSM1077666",0.909664948665901,0.0177942928620102,0.0258095674827373,0.0467311909893514
"GSE44076","CRC","GSM1077667",0.932768964534913,0.0114068495758844,0.0214299547193686,0.0343942311698343
"GSE44076","CRC","GSM1077668",0.922773320144824,0.013339326451814,0.0234178913122725,0.0404694620910894
"GSE44076","CRC","GSM1077669",0.913165509482539,0.0186441622809824,0.0339509917742361,0.0342393364622421
"GSE44076","CRC","GSM1077670",0.876128688654122,0.0536422028127982,0.0469862575822898,0.0232428509507899
"GSE44076","CRC","GSM1077671",0.931288069672818,0.0128121410969417,0.026291881872595,0.0296079073576449
"GSE44076","CRC","GSM1077672",0.924900022063512,0.0136140373996607,0.0240236986002775,0.0374622419365496
"GSE44076","CRC","GSM1077673",0.925380648997121,0.017169379695837,0.0240334969205304,0.0334164743865117
"GSE44076","CRC","GSM1077674",0.895035020602729,0.0178597016932318,0.0360051809065104,0.0511000967975293
"GSE44076","CRC","GSM1077675",0.919921293740907,0.0178457548064827,0.0270854432038698,0.0351475082487405
"GSE44076","CRC","GSM1077676",0.941531615886757,0.00844215933698618,0.0217136284141431,0.0283125963621141
"GSE44076","CRC","GSM1077677",0.928741205036782,0.0168627596696386,0.0223056384716123,0.0320903968219675
"GSE44076","CRC","GSM1077678",0.902843009210395,0.0212370013857077,0.0243494781811126,0.0515705112227844
"GSE44076","CRC","GSM1077679",0.922287849838,0.0100838257129843,0.0259163638619242,0.041711960587092
"GSE44076","CRC","GSM1077680",0.876897363306345,0.0173509531431075,0.0202619027942699,0.0854897807562774
"GSE44076","CRC","GSM1077681",0.930308411957062,0.0118004013485765,0.0241119501765129,0.0337792365178481
"GSE44076","CRC","GSM1077682",0.915850394116864,0.0108768741856942,0.0429883078850828,0.0302844238123594
"GSE44076","CRC","GSM1077683",0.921586756701128,0.00948718104491542,0.024741196554254,0.0441848656997023
"GSE44076","CRC","GSM1077684",0.936718904230805,0.0107792124005855,0.0210441022528927,0.0314577811157169
"GSE44076","CRC","GSM1077685",0.925192834954087,0.0196036668438866,0.0267001821854451,0.0285033160165818
"GSE44076","CRC","GSM1077686",0.929467999832127,0.0121138312849608,0.0190592289947637,0.0393589398881482
"GSE44076","CRC","GSM1077687",0.897427972489812,0.017779845908368,0.044321038727746,0.0404711428740742
"GSE44076","CRC","GSM1077688",0.919473468048058,0.0181991947760329,0.030870672270355,0.0314566649055536
"GSE44076","CRC","GSM1077689",0.916127352474031,0.0146807311708958,0.0271784539417731,0.0420134624133
"GSE44076","CRC","GSM1077690",0.927758241278912,0.0119293494321196,0.0192334793746852,0.0410789299142831
"GSE44076","CRC","GSM1077691",0.925146087734793,0.0152623564560282,0.0286969101280591,0.0308946456811195
"GSE44076","CRC","GSM1077692",0.914251614882458,0.0189160443311198,0.0338024102208407,0.033029930565581
"GSE44076","CRC","GSM1077693",0.924999640807428,0.015115023294943,0.0272148487503509,0.0326704871472785
"GSE44076","CRC","GSM1077694",0.859963113757633,0.0471233880842704,0.0651517846607079,0.0277617134973886
"GSE44076","CRC","GSM1077695",0.934879021109053,0.013719353187429,0.0215172825157565,0.0298843431877615
