"feature","estimate","ci_low","ci_high","p_value","fdr","smd","accession","disease","role"
"IGF_INSR_AXIS",0.485004638677345,0.251932639451023,0.718076637903667,5.53268878640229e-05,0.000470278546844195,0.865979123772602,"GSE20347","ESCC","validation"
"JAK_STAT",-0.172281863054466,-0.439352375130581,0.0947886490216482,0.205175505623218,0.290665299632893,-0.41396791954798,"GSE20347","ESCC","validation"
"PDGFR_KIT_CSF1R",-0.211675724185742,-0.487326808389474,0.0639753600179892,0.13174407383807,0.203604477749745,-0.343853618514807,"GSE20347","ESCC","validation"
"PI3K_AKT",-0.0103250140267295,-0.204162553387157,0.183512525333698,0.916558877332269,0.938034586026406,-0.02970722498399,"GSE20347","ESCC","validation"
"RAS_MAPK",-0.349796037780223,-0.589410028058628,-0.110182047501818,0.00437297181566567,0.0148681041732633,-0.975193801328045,"GSE20347","ESCC","validation"
"RET_ALK_NTRK",-0.0106557068618601,-0.280255104873357,0.258943691149637,0.938034586026406,0.938034586026406,-0.0214108715071442,"GSE20347","ESCC","validation"
"SRC_FAK",0.57123777004805,0.370013782356262,0.772461757739837,5.55033203589533e-08,9.43556446102206e-07,1.51901897162043,"GSE20347","ESCC","validation"
"TAM_AXL_AXIS",-0.389276863281564,-0.63368980642744,-0.144863920135688,0.00190311782953494,0.00808825077552348,-0.674000921575507,"GSE20347","ESCC","validation"
"TGFB_SMAD",0.0235947949957943,-0.224205854455466,0.271395444447054,0.851443138193564,0.938034586026406,0.0382541664631496,"GSE20347","ESCC","validation"
"TIE_ANGPT_AXIS",0.36342806477786,0.0871990154343585,0.639657114121362,0.0101089299686984,0.0286419682446455,0.583214529309861,"GSE20347","ESCC","validation"
"VEGF_PDGF_AXIS",0.461463770707022,0.197701510926021,0.725226030488022,0.000662720742496119,0.00375541754081134,1.04476574929355,"GSE20347","ESCC","validation"
"WNT_CTNNB1",0.204785386319257,-0.0580282110023133,0.467598983640828,0.126182774410351,0.203604477749745,0.365053021390222,"GSE20347","ESCC","validation"
"EPH_RECEPTORS",NA,NA,NA,NA,NA,0.398715325951919,"GSE76925","COPD","discovery"
"ERBB_LIGANDS",NA,NA,NA,NA,NA,-0.321884373616398,"GSE76925","COPD","discovery"
"ERBB_RECEPTORS",NA,NA,NA,NA,NA,0.0937475167764583,"GSE76925","COPD","discovery"
"FGFR_AXIS",NA,NA,NA,NA,NA,-0.440219759947447,"GSE76925","COPD","discovery"
"HGF_MET_AXIS",NA,NA,NA,NA,NA,-0.690418164725269,"GSE76925","COPD","discovery"
"IGF_INSR_AXIS",NA,NA,NA,NA,NA,-0.496975143115682,"GSE76925","COPD","discovery"
"JAK_STAT",NA,NA,NA,NA,NA,0.359291971130084,"GSE76925","COPD","discovery"
"PDGFR_KIT_CSF1R",NA,NA,NA,NA,NA,0.115707372899228,"GSE76925","COPD","discovery"
"PI3K_AKT",NA,NA,NA,NA,NA,0.11271548355413,"GSE76925","COPD","discovery"
"RAS_MAPK",NA,NA,NA,NA,NA,-0.0937979345385743,"GSE76925","COPD","discovery"
"RET_ALK_NTRK",NA,NA,NA,NA,NA,0.577080872970195,"GSE76925","COPD","discovery"
"SRC_FAK",NA,NA,NA,NA,NA,-0.278776314371841,"GSE76925","COPD","discovery"
"TAM_AXL_AXIS",NA,NA,NA,NA,NA,0.245449692270371,"GSE76925","COPD","discovery"
"TGFB_SMAD",NA,NA,NA,NA,NA,-0.11068988180959,"GSE76925","COPD","discovery"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,-0.00414183246644002,"GSE76925","COPD","discovery"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,-0.437921413971119,"GSE76925","COPD","discovery"
"WNT_CTNNB1",NA,NA,NA,NA,NA,-0.691475604335295,"GSE76925","COPD","discovery"
"EPH_RECEPTORS",NA,NA,NA,NA,NA,-0.175687384601928,"GSE47460","COPD","validation"
"ERBB_LIGANDS",NA,NA,NA,NA,NA,-0.0299499889881717,"GSE47460","COPD","validation"
"ERBB_RECEPTORS",NA,NA,NA,NA,NA,-0.513334189173157,"GSE47460","COPD","validation"
"FGFR_AXIS",NA,NA,NA,NA,NA,0.0148886195620331,"GSE47460","COPD","validation"
"IGF_INSR_AXIS",NA,NA,NA,NA,NA,0.0724020169004024,"GSE47460","COPD","validation"
"JAK_STAT",NA,NA,NA,NA,NA,0.243918852114403,"GSE47460","COPD","validation"
"PDGFR_KIT_CSF1R",NA,NA,NA,NA,NA,0.593164651138352,"GSE47460","COPD","validation"
"PI3K_AKT",NA,NA,NA,NA,NA,0.0657859401735249,"GSE47460","COPD","validation"
"RAS_MAPK",NA,NA,NA,NA,NA,-0.317506308076257,"GSE47460","COPD","validation"
"RET_ALK_NTRK",NA,NA,NA,NA,NA,0.755087117416415,"GSE47460","COPD","validation"
"SRC_FAK",NA,NA,NA,NA,NA,-0.280518517499887,"GSE47460","COPD","validation"
"TGFB_SMAD",NA,NA,NA,NA,NA,-0.239000518458257,"GSE47460","COPD","validation"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,0.160536499100441,"GSE47460","COPD","validation"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,-0.372103491113522,"GSE47460","COPD","validation"
"WNT_CTNNB1",NA,NA,NA,NA,NA,-0.386052456869726,"GSE47460","COPD","validation"
"EPH_RECEPTORS",NA,NA,NA,NA,NA,0.541836416114277,"GSE33814","NAFLD","discovery"
"ERBB_LIGANDS",NA,NA,NA,NA,NA,0.381872224829244,"GSE33814","NAFLD","discovery"
"ERBB_RECEPTORS",NA,NA,NA,NA,NA,0.195544004531636,"GSE33814","NAFLD","discovery"
"FGFR_AXIS",NA,NA,NA,NA,NA,0.245724862434613,"GSE33814","NAFLD","discovery"
"HGF_MET_AXIS",NA,NA,NA,NA,NA,-0.375275573851173,"GSE33814","NAFLD","discovery"
"IGF_INSR_AXIS",NA,NA,NA,NA,NA,-1.51667627547119,"GSE33814","NAFLD","discovery"
"JAK_STAT",NA,NA,NA,NA,NA,0.347742572909844,"GSE33814","NAFLD","discovery"
"PDGFR_KIT_CSF1R",NA,NA,NA,NA,NA,0.347887601939444,"GSE33814","NAFLD","discovery"
"PI3K_AKT",NA,NA,NA,NA,NA,-0.366855853442398,"GSE33814","NAFLD","discovery"
"RAS_MAPK",NA,NA,NA,NA,NA,0.996569117204344,"GSE33814","NAFLD","discovery"
"RET_ALK_NTRK",NA,NA,NA,NA,NA,-0.377765152161321,"GSE33814","NAFLD","discovery"
"SRC_FAK",NA,NA,NA,NA,NA,0.109823117677764,"GSE33814","NAFLD","discovery"
"TAM_AXL_AXIS",NA,NA,NA,NA,NA,-0.47411927316958,"GSE33814","NAFLD","discovery"
"TGFB_SMAD",NA,NA,NA,NA,NA,-0.925900131499335,"GSE33814","NAFLD","discovery"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,-0.206434974295598,"GSE33814","NAFLD","discovery"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,0.658266573703205,"GSE33814","NAFLD","discovery"
"WNT_CTNNB1",NA,NA,NA,NA,NA,0.089019560162184,"GSE33814","NAFLD","discovery"
"EPH_RECEPTORS",NA,NA,NA,NA,NA,-0.755649901281595,"GSE66676","NAFLD","validation"
"ERBB_LIGANDS",NA,NA,NA,NA,NA,-0.0080193784835369,"GSE66676","NAFLD","validation"
"ERBB_RECEPTORS",NA,NA,NA,NA,NA,-0.36092447402471,"GSE66676","NAFLD","validation"
"FGFR_AXIS",NA,NA,NA,NA,NA,-0.340861402092652,"GSE66676","NAFLD","validation"
"HGF_MET_AXIS",NA,NA,NA,NA,NA,-0.0197437449377738,"GSE66676","NAFLD","validation"
"IGF_INSR_AXIS",NA,NA,NA,NA,NA,-0.399879251219566,"GSE66676","NAFLD","validation"
"JAK_STAT",NA,NA,NA,NA,NA,-0.336287801351052,"GSE66676","NAFLD","validation"
"PDGFR_KIT_CSF1R",NA,NA,NA,NA,NA,-0.0153732472290403,"GSE66676","NAFLD","validation"
"PI3K_AKT",NA,NA,NA,NA,NA,-0.228810124407741,"GSE66676","NAFLD","validation"
"RAS_MAPK",NA,NA,NA,NA,NA,-0.0240393644849775,"GSE66676","NAFLD","validation"
"SRC_FAK",NA,NA,NA,NA,NA,-0.194102166879557,"GSE66676","NAFLD","validation"
"TAM_AXL_AXIS",NA,NA,NA,NA,NA,-0.356433721191139,"GSE66676","NAFLD","validation"
"TGFB_SMAD",NA,NA,NA,NA,NA,-0.36541950451621,"GSE66676","NAFLD","validation"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,0.518194289355838,"GSE66676","NAFLD","validation"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,-0.313182697748166,"GSE66676","NAFLD","validation"
"WNT_CTNNB1",NA,NA,NA,NA,NA,0.0812640454703375,"GSE66676","NAFLD","validation"
