"accession","sample_id","patient_id","group"
"GSE41258","GSM1012592","C0194","Control"
"GSE41258","GSM1012593","C0198","Case"
"GSE41258","GSM1012594","C0198","Control"
"GSE41258","GSM1012595","C0200","Case"
"GSE41258","GSM1012596","C0203","Case"
"GSE41258","GSM1012597","C0210","Case"
"GSE41258","GSM1012600","C0221","Case"
"GSE41258","GSM1012602","C0225","Case"
"GSE41258","GSM1012603","2308","Control"
"GSE41258","GSM1012604","C0234","Case"
"GSE41258","GSM1012605","C0238","Case"
"GSE41258","GSM1012606","C0251","Control"
"GSE41258","GSM1012611","C0257","Case"
"GSE41258","GSM1012612","C0265","Control"
"GSE41258","GSM1012615","C0273","Case"
"GSE41258","GSM1012616","C0275","Case"
"GSE41258","GSM1012617","C0283","Case"
"GSE41258","GSM1012618","C0285","Case"
"GSE41258","GSM1012619","C0295","Case"
"GSE41258","GSM1012620","C0297","Case"
"GSE41258","GSM1012621","C0297","Control"
"GSE41258","GSM1012622","C0298","Case"
"GSE41258","GSM1012624","C0312","Case"
"GSE41258","GSM1012625","3156","Control"
"GSE41258","GSM1012627","C0323","Case"
"GSE41258","GSM1012628","C0323","Control"
"GSE41258","GSM1012629","C0329","Case"
"GSE41258","GSM1012630","C0329","Control"
"GSE41258","GSM1012631","C0330","Case"
"GSE41258","GSM1012634","C0334","Case"
"GSE41258","GSM1012635","C0353","Case"
"GSE41258","GSM1012636","C0353","Control"
"GSE41258","GSM1012639","C0415","Case"
"GSE41258","GSM1012640","C0415","Control"
"GSE41258","GSM1012643","C0472","Case"
"GSE41258","GSM1012645","C0487","Case"
"GSE41258","GSM1012646","C0487","Control"
"GSE41258","GSM1012648","C0575","Control"
"GSE41258","GSM1012651","C0667","Case"
"GSE41258","GSM1012653","C0667","Control"
"GSE4302","GSM98141",NA,"Case"
"GSE4302","GSM98144",NA,"Case"
"GSE4302","GSM98145",NA,"Case"
"GSE4302","GSM98148",NA,"Case"
"GSE4302","GSM98149",NA,"Case"
"GSE4302","GSM98152",NA,"Case"
"GSE4302","GSM98153",NA,"Case"
"GSE4302","GSM98155",NA,"Case"
"GSE4302","GSM98158",NA,"Case"
"GSE4302","GSM98159",NA,"Case"
"GSE4302","GSM98161",NA,"Case"
"GSE4302","GSM98163",NA,"Case"
"GSE4302","GSM98166",NA,"Case"
"GSE4302","GSM98167",NA,"Case"
"GSE4302","GSM98169",NA,"Case"
"GSE4302","GSM98171",NA,"Case"
"GSE4302","GSM98174",NA,"Case"
"GSE4302","GSM98175",NA,"Case"
"GSE4302","GSM98177",NA,"Case"
"GSE4302","GSM98180",NA,"Case"
"GSE4302","GSM98182",NA,"Case"
"GSE4302","GSM98184",NA,"Case"
"GSE4302","GSM98186",NA,"Case"
"GSE4302","GSM98187",NA,"Case"
"GSE4302","GSM98190",NA,"Case"
"GSE4302","GSM98192",NA,"Case"
"GSE4302","GSM98193",NA,"Case"
"GSE4302","GSM98195",NA,"Case"
"GSE4302","GSM98197",NA,"Case"
"GSE4302","GSM98200",NA,"Case"
"GSE4302","GSM98201",NA,"Case"
"GSE4302","GSM98204",NA,"Case"
"GSE4302","GSM98206",NA,"Control"
"GSE4302","GSM98207",NA,"Control"
"GSE4302","GSM98208",NA,"Case"
"GSE4302","GSM98209",NA,"Control"
"GSE4302","GSM98210",NA,"Case"
"GSE4302","GSM98211",NA,"Control"
"GSE4302","GSM98212",NA,"Control"
"GSE4302","GSM98213",NA,"Control"
"GSE4302","GSM98214",NA,"Case"
"GSE4302","GSM98215",NA,"Case"
"GSE4302","GSM98216",NA,"Case"
"GSE4302","GSM98217",NA,"Control"
"GSE4302","GSM98218",NA,"Control"
"GSE4302","GSM98219",NA,"Control"
"GSE4302","GSM98220",NA,"Case"
"GSE4302","GSM98221",NA,"Control"
"GSE4302","GSM98222",NA,"Control"
"GSE4302","GSM98223",NA,"Control"
"GSE4302","GSM98224",NA,"Case"
"GSE4302","GSM98225",NA,"Control"
"GSE4302","GSM98226",NA,"Case"
"GSE4302","GSM98227",NA,"Case"
"GSE4302","GSM98228",NA,"Case"
"GSE4302","GSM98229",NA,"Control"
"GSE4302","GSM98230",NA,"Control"
"GSE4302","GSM98234",NA,"Control"
"GSE4302","GSM98235",NA,"Control"
"GSE4302","GSM98236",NA,"Control"
"GSE4302","GSM98239",NA,"Control"
"GSE4302","GSM98240",NA,"Control"
"GSE4302","GSM98241",NA,"Control"
"GSE4302","GSM98242",NA,"Control"
"GSE4302","GSM98243",NA,"Control"
"GSE4302","GSM98244",NA,"Control"
"GSE4302","GSM98245",NA,"Control"
"GSE4302","GSM98251",NA,"Control"
"GSE4302","GSM98254",NA,"Control"
"GSE4302","GSM98258",NA,"Control"
"GSE43696","GSM1068458",NA,"Control"
"GSE43696","GSM1068459",NA,"Control"
"GSE43696","GSM1068460",NA,"Control"
"GSE43696","GSM1068461",NA,"Control"
"GSE43696","GSM1068462",NA,"Control"
"GSE43696","GSM1068463",NA,"Control"
"GSE43696","GSM1068464",NA,"Control"
"GSE43696","GSM1068465",NA,"Control"
"GSE43696","GSM1068466",NA,"Control"
"GSE43696","GSM1068467",NA,"Control"
"GSE43696","GSM1068468",NA,"Control"
"GSE43696","GSM1068469",NA,"Control"
"GSE43696","GSM1068470",NA,"Control"
"GSE43696","GSM1068471",NA,"Control"
"GSE43696","GSM1068472",NA,"Control"
"GSE43696","GSM1068473",NA,"Control"
"GSE43696","GSM1068474",NA,"Control"
"GSE43696","GSM1068475",NA,"Control"
"GSE43696","GSM1068476",NA,"Control"
"GSE43696","GSM1068477",NA,"Control"
"GSE43696","GSM1068478",NA,"Case"
"GSE43696","GSM1068479",NA,"Case"
"GSE43696","GSM1068480",NA,"Case"
"GSE43696","GSM1068481",NA,"Case"
"GSE43696","GSM1068482",NA,"Case"
"GSE43696","GSM1068483",NA,"Case"
"GSE43696","GSM1068484",NA,"Case"
"GSE43696","GSM1068485",NA,"Case"
"GSE43696","GSM1068486",NA,"Case"
"GSE43696","GSM1068487",NA,"Case"
"GSE43696","GSM1068488",NA,"Case"
"GSE43696","GSM1068489",NA,"Case"
"GSE43696","GSM1068490",NA,"Case"
"GSE43696","GSM1068491",NA,"Case"
"GSE43696","GSM1068492",NA,"Case"
"GSE43696","GSM1068493",NA,"Case"
"GSE43696","GSM1068494",NA,"Case"
"GSE43696","GSM1068495",NA,"Case"
"GSE43696","GSM1068496",NA,"Case"
"GSE43696","GSM1068497",NA,"Case"
"GSE43696","GSM1068498",NA,"Case"
"GSE43696","GSM1068499",NA,"Case"
"GSE43696","GSM1068500",NA,"Case"
"GSE43696","GSM1068501",NA,"Case"
"GSE43696","GSM1068502",NA,"Case"
"GSE43696","GSM1068503",NA,"Case"
"GSE43696","GSM1068504",NA,"Case"
"GSE43696","GSM1068505",NA,"Case"
"GSE43696","GSM1068506",NA,"Case"
"GSE43696","GSM1068507",NA,"Case"
"GSE43696","GSM1068508",NA,"Case"
"GSE43696","GSM1068509",NA,"Case"
"GSE43696","GSM1068510",NA,"Case"
"GSE43696","GSM1068511",NA,"Case"
"GSE43696","GSM1068512",NA,"Case"
"GSE43696","GSM1068513",NA,"Case"
"GSE43696","GSM1068514",NA,"Case"
"GSE43696","GSM1068515",NA,"Case"
"GSE43696","GSM1068516",NA,"Case"
"GSE43696","GSM1068517",NA,"Case"
"GSE43696","GSM1068518",NA,"Case"
"GSE43696","GSM1068519",NA,"Case"
"GSE43696","GSM1068520",NA,"Case"
"GSE43696","GSM1068521",NA,"Case"
"GSE43696","GSM1068522",NA,"Case"
"GSE43696","GSM1068523",NA,"Case"
"GSE43696","GSM1068524",NA,"Case"
"GSE43696","GSM1068525",NA,"Case"
"GSE43696","GSM1068526",NA,"Case"
"GSE43696","GSM1068527",NA,"Case"
"GSE43696","GSM1068528",NA,"Case"
"GSE43696","GSM1068529",NA,"Case"
"GSE43696","GSM1068530",NA,"Case"
"GSE43696","GSM1068531",NA,"Case"
"GSE43696","GSM1068532",NA,"Case"
"GSE43696","GSM1068533",NA,"Case"
"GSE43696","GSM1068534",NA,"Case"
"GSE43696","GSM1068535",NA,"Case"
"GSE43696","GSM1068536",NA,"Case"
"GSE43696","GSM1068537",NA,"Case"
"GSE43696","GSM1068538",NA,"Case"
"GSE43696","GSM1068539",NA,"Case"
"GSE43696","GSM1068540",NA,"Case"
"GSE43696","GSM1068541",NA,"Case"
"GSE43696","GSM1068542",NA,"Case"
"GSE43696","GSM1068543",NA,"Case"
"GSE43696","GSM1068544",NA,"Case"
"GSE43696","GSM1068545",NA,"Case"
"GSE43696","GSM1068546",NA,"Case"
"GSE43696","GSM1068547",NA,"Case"
"GSE43696","GSM1068548",NA,"Case"
"GSE43696","GSM1068549",NA,"Case"
"GSE43696","GSM1068550",NA,"Case"
"GSE43696","GSM1068551",NA,"Case"
"GSE43696","GSM1068552",NA,"Case"
"GSE43696","GSM1068553",NA,"Case"
"GSE43696","GSM1068554",NA,"Case"
"GSE43696","GSM1068555",NA,"Case"
"GSE43696","GSM1068556",NA,"Case"
"GSE43696","GSM1068557",NA,"Case"
"GSE43696","GSM1068558",NA,"Case"
"GSE43696","GSM1068559",NA,"Case"
"GSE43696","GSM1068560",NA,"Case"
"GSE43696","GSM1068561",NA,"Case"
"GSE43696","GSM1068562",NA,"Case"
"GSE43696","GSM1068563",NA,"Case"
"GSE43696","GSM1068564",NA,"Case"
"GSE43696","GSM1068565",NA,"Case"
"GSE44076","GSM1077648","A2004","Control"
"GSE44076","GSM1077649","A2027","Control"
"GSE44076","GSM1077650","A2050","Control"
"GSE44076","GSM1077651","A2096","Control"
"GSE44076","GSM1077652","B2012","Control"
"GSE44076","GSM1077653","B2035","Control"
"GSE44076","GSM1077654","B2058","Control"
"GSE44076","GSM1077655","B2081","Control"
"GSE44076","GSM1077656","C2021","Control"
"GSE44076","GSM1077657","C2044","Control"
"GSE44076","GSM1077658","C2067","Control"
"GSE44076","GSM1077659","C2090","Control"
"GSE44076","GSM1077660","D2010","Control"
"GSE44076","GSM1077661","D2033","Control"
"GSE44076","GSM1077662","D2056","Control"
"GSE44076","GSM1077663","D2079","Control"
"GSE44076","GSM1077664","E2023","Control"
"GSE44076","GSM1077665","E2046","Control"
"GSE44076","GSM1077666","E2069","Control"
"GSE44076","GSM1077667","E2092","Control"
"GSE44076","GSM1077668","F2008","Control"
"GSE44076","GSM1077669","F2031","Control"
"GSE44076","GSM1077670","F2054","Control"
"GSE44076","GSM1077671","F2077","Control"
"GSE44076","GSM1077672","F2100","Control"
"GSE44076","GSM1077673","G2005","Control"
"GSE44076","GSM1077674","G2028","Control"
"GSE44076","GSM1077675","G2051","Control"
"GSE44076","GSM1077676","G2074","Control"
"GSE44076","GSM1077677","G2097","Control"
"GSE44076","GSM1077678","H2019","Control"
"GSE44076","GSM1077679","H2042","Control"
"GSE44076","GSM1077680","H2065","Control"
"GSE44076","GSM1077681","H2088","Control"
"GSE44076","GSM1077682","J2014","Control"
"GSE44076","GSM1077683","J2037","Control"
"GSE44076","GSM1077684","J2060","Control"
"GSE44076","GSM1077685","J2083","Control"
"GSE44076","GSM1077686","K2022","Control"
"GSE44076","GSM1077687","K2045","Control"
"GSE44076","GSM1077688","K2068","Control"
"GSE44076","GSM1077689","K2091","Control"
"GSE44076","GSM1077690","L2020","Control"
"GSE44076","GSM1077691","L2043","Control"
"GSE44076","GSM1077692","L2066","Control"
"GSE44076","GSM1077693","L2089","Control"
"GSE44076","GSM1077694","M2006","Control"
"GSE44076","GSM1077695","M2029","Control"
"GSE44076","GSM1077696","M2052","Control"
"GSE44076","GSM1077697","M2075","Control"
"GSE44076","GSM1077698","M2098","Control"
"GSE44076","GSM1077699","N2013","Control"
"GSE44076","GSM1077700","N2036","Control"
"GSE44076","GSM1077701","N2059","Control"
"GSE44076","GSM1077702","N2082","Control"
"GSE44076","GSM1077703","P2009","Control"
"GSE44076","GSM1077704","P2032","Control"
"GSE44076","GSM1077705","P2055","Control"
"GSE44076","GSM1077706","P2078","Control"
"GSE44076","GSM1077707","Q2017","Control"
"GSE44076","GSM1077708","Q2040","Control"
"GSE44076","GSM1077709","Q2063","Control"
"GSE44076","GSM1077710","Q2086","Control"
"GSE44076","GSM1077711","R2002","Control"
"GSE44076","GSM1077712","R2025","Control"
"GSE44076","GSM1077713","R2048","Control"
"GSE44076","GSM1077714","R2071","Control"
"GSE44076","GSM1077715","R2094","Control"
"GSE44076","GSM1077716","S2016","Control"
"GSE44076","GSM1077717","S2039","Control"
"GSE44076","GSM1077718","S2062","Control"
"GSE44076","GSM1077719","T2001","Control"
"GSE44076","GSM1077720","T2024","Control"
"GSE44076","GSM1077721","T2047","Control"
"GSE44076","GSM1077722","T2070","Control"
"GSE44076","GSM1077723","T2093","Control"
"GSE44076","GSM1077724","V2018","Control"
"GSE44076","GSM1077725","V2041","Control"
"GSE44076","GSM1077726","V2064","Control"
"GSE44076","GSM1077727","V2087","Control"
"GSE44076","GSM1077728","W2003","Control"
"GSE44076","GSM1077729","W2026","Control"
"GSE44076","GSM1077730","W2049","Control"
"GSE44076","GSM1077731","W2072","Control"
"GSE44076","GSM1077732","W2095","Control"
"GSE44076","GSM1077733","X2011","Control"
"GSE44076","GSM1077734","X2034","Control"
"GSE44076","GSM1077735","X2057","Control"
"GSE44076","GSM1077736","X2080","Control"
"GSE44076","GSM1077737","Y2007","Control"
"GSE44076","GSM1077738","Y2030","Control"
"GSE44076","GSM1077739","Y2053","Control"
"GSE44076","GSM1077740","Y2076","Control"
"GSE44076","GSM1077741","Y2099","Control"
"GSE44076","GSM1077742","Z2015","Control"
"GSE44076","GSM1077743","Z2038","Control"
"GSE44076","GSM1077744","Z2061","Control"
"GSE44076","GSM1077745","Z2084","Control"
"GSE44076","GSM1077746","A2004","Case"
"GSE44076","GSM1077747","A2027","Case"
"GSE44076","GSM1077748","A2050","Case"
"GSE44076","GSM1077749","A2096","Case"
"GSE44076","GSM1077750","B2012","Case"
"GSE44076","GSM1077751","B2035","Case"
"GSE44076","GSM1077752","B2058","Case"
"GSE44076","GSM1077753","B2081","Case"
"GSE44076","GSM1077754","C2021","Case"
"GSE44076","GSM1077755","C2044","Case"
"GSE44076","GSM1077756","C2067","Case"
"GSE44076","GSM1077757","C2090","Case"
"GSE44076","GSM1077758","D2010","Case"
"GSE44076","GSM1077759","D2033","Case"
"GSE44076","GSM1077760","D2056","Case"
"GSE44076","GSM1077761","D2079","Case"
"GSE44076","GSM1077762","E2023","Case"
"GSE44076","GSM1077763","E2046","Case"
"GSE44076","GSM1077764","E2069","Case"
"GSE44076","GSM1077765","E2092","Case"
"GSE44076","GSM1077766","F2008","Case"
"GSE44076","GSM1077767","F2031","Case"
"GSE44076","GSM1077768","F2054","Case"
"GSE44076","GSM1077769","F2077","Case"
"GSE44076","GSM1077770","F2100","Case"
"GSE44076","GSM1077771","G2005","Case"
"GSE44076","GSM1077772","G2028","Case"
"GSE44076","GSM1077773","G2051","Case"
"GSE44076","GSM1077774","G2074","Case"
"GSE44076","GSM1077775","G2097","Case"
"GSE44076","GSM1077776","H2019","Case"
"GSE44076","GSM1077777","H2042","Case"
"GSE44076","GSM1077778","H2065","Case"
"GSE44076","GSM1077779","H2088","Case"
"GSE44076","GSM1077780","J2014","Case"
"GSE44076","GSM1077781","J2037","Case"
"GSE44076","GSM1077782","J2060","Case"
"GSE44076","GSM1077783","J2083","Case"
"GSE44076","GSM1077784","K2022","Case"
"GSE44076","GSM1077785","K2045","Case"
"GSE44076","GSM1077786","K2068","Case"
"GSE44076","GSM1077787","K2091","Case"
"GSE44076","GSM1077788","L2020","Case"
"GSE44076","GSM1077789","L2043","Case"
"GSE44076","GSM1077790","L2066","Case"
"GSE44076","GSM1077791","L2089","Case"
"GSE44076","GSM1077792","M2006","Case"
"GSE44076","GSM1077793","M2029","Case"
"GSE44076","GSM1077794","M2052","Case"
"GSE44076","GSM1077795","M2075","Case"
"GSE44076","GSM1077796","M2098","Case"
"GSE44076","GSM1077797","N2013","Case"
"GSE44076","GSM1077798","N2036","Case"
"GSE44076","GSM1077799","N2059","Case"
"GSE44076","GSM1077800","N2082","Case"
"GSE44076","GSM1077801","P2009","Case"
"GSE44076","GSM1077802","P2032","Case"
"GSE44076","GSM1077803","P2055","Case"
"GSE44076","GSM1077804","P2078","Case"
"GSE44076","GSM1077805","Q2017","Case"
"GSE44076","GSM1077806","Q2040","Case"
"GSE44076","GSM1077807","Q2063","Case"
"GSE44076","GSM1077808","Q2086","Case"
"GSE44076","GSM1077809","R2002","Case"
"GSE44076","GSM1077810","R2025","Case"
"GSE44076","GSM1077811","R2048","Case"
"GSE44076","GSM1077812","R2071","Case"
"GSE44076","GSM1077813","R2094","Case"
"GSE44076","GSM1077814","S2016","Case"
"GSE44076","GSM1077815","S2039","Case"
"GSE44076","GSM1077816","S2062","Case"
"GSE44076","GSM1077817","T2001","Case"
"GSE44076","GSM1077818","T2024","Case"
"GSE44076","GSM1077819","T2047","Case"
"GSE44076","GSM1077820","T2070","Case"
"GSE44076","GSM1077821","T2093","Case"
"GSE44076","GSM1077822","V2018","Case"
"GSE44076","GSM1077823","V2041","Case"
"GSE44076","GSM1077824","V2064","Case"
"GSE44076","GSM1077825","V2087","Case"
"GSE44076","GSM1077826","W2003","Case"
"GSE44076","GSM1077827","W2026","Case"
"GSE44076","GSM1077828","W2049","Case"
"GSE44076","GSM1077829","W2072","Case"
"GSE44076","GSM1077830","W2095","Case"
"GSE44076","GSM1077831","X2011","Case"
"GSE44076","GSM1077832","X2034","Case"
"GSE44076","GSM1077833","X2057","Case"
"GSE44076","GSM1077834","X2080","Case"
"GSE44076","GSM1077835","Y2007","Case"
"GSE44076","GSM1077836","Y2030","Case"
"GSE44076","GSM1077837","Y2053","Case"
"GSE44076","GSM1077838","Y2076","Case"
"GSE44076","GSM1077839","Y2099","Case"
"GSE44076","GSM1077840","Z2015","Case"
"GSE44076","GSM1077841","Z2038","Case"
"GSE44076","GSM1077842","Z2061","Case"
"GSE44076","GSM1077843","Z2084","Case"
"GSE67472","GSM1647628",NA,"Case"
"GSE67472","GSM1647629",NA,"Case"
"GSE67472","GSM1647630",NA,"Case"
"GSE67472","GSM1647631",NA,"Control"
"GSE67472","GSM1647632",NA,"Case"
"GSE67472","GSM1647633",NA,"Control"
"GSE67472","GSM1647634",NA,"Control"
"GSE67472","GSM1647635",NA,"Control"
"GSE67472","GSM1647636",NA,"Control"
"GSE67472","GSM1647637",NA,"Control"
"GSE67472","GSM1647638",NA,"Control"
"GSE67472","GSM1647639",NA,"Control"
"GSE67472","GSM1647640",NA,"Case"
"GSE67472","GSM1647641",NA,"Case"
"GSE67472","GSM1647642",NA,"Control"
"GSE67472","GSM1647643",NA,"Control"
"GSE67472","GSM1647644",NA,"Control"
"GSE67472","GSM1647645",NA,"Case"
"GSE67472","GSM1647646",NA,"Case"
"GSE67472","GSM1647647",NA,"Case"
"GSE67472","GSM1647648",NA,"Case"
"GSE67472","GSM1647649",NA,"Case"
"GSE67472","GSM1647650",NA,"Case"
"GSE67472","GSM1647651",NA,"Case"
"GSE67472","GSM1647652",NA,"Case"
"GSE67472","GSM1647653",NA,"Case"
"GSE67472","GSM1647654",NA,"Case"
"GSE67472","GSM1647655",NA,"Case"
"GSE67472","GSM1647656",NA,"Case"
"GSE67472","GSM1647657",NA,"Case"
"GSE67472","GSM1647658",NA,"Case"
"GSE67472","GSM1647659",NA,"Case"
"GSE67472","GSM1647660",NA,"Case"
"GSE67472","GSM1647661",NA,"Case"
"GSE67472","GSM1647662",NA,"Case"
"GSE67472","GSM1647663",NA,"Case"
"GSE67472","GSM1647664",NA,"Case"
"GSE67472","GSM1647665",NA,"Case"
"GSE67472","GSM1647666",NA,"Case"
"GSE67472","GSM1647667",NA,"Case"
"GSE67472","GSM1647668",NA,"Case"
"GSE67472","GSM1647669",NA,"Case"
"GSE67472","GSM1647670",NA,"Case"
"GSE67472","GSM1647671",NA,"Case"
"GSE67472","GSM1647672",NA,"Case"
"GSE67472","GSM1647673",NA,"Case"
"GSE67472","GSM1647674",NA,"Case"
"GSE67472","GSM1647675",NA,"Case"
"GSE67472","GSM1647676",NA,"Case"
"GSE67472","GSM1647677",NA,"Control"
"GSE67472","GSM1647678",NA,"Control"
"GSE67472","GSM1647679",NA,"Control"
"GSE67472","GSM1647680",NA,"Control"
"GSE67472","GSM1647681",NA,"Control"
"GSE67472","GSM1647682",NA,"Control"
"GSE67472","GSM1647683",NA,"Control"
"GSE67472","GSM1647684",NA,"Control"
"GSE67472","GSM1647685",NA,"Control"
"GSE67472","GSM1647686",NA,"Control"
"GSE67472","GSM1647687",NA,"Control"
"GSE67472","GSM1647688",NA,"Control"
"GSE67472","GSM1647689",NA,"Control"
"GSE67472","GSM1647690",NA,"Control"
"GSE67472","GSM1647691",NA,"Control"
"GSE67472","GSM1647692",NA,"Control"
"GSE67472","GSM1647693",NA,"Control"
"GSE67472","GSM1647694",NA,"Control"
"GSE67472","GSM1647695",NA,"Case"
"GSE67472","GSM1647696",NA,"Case"
"GSE67472","GSM1647697",NA,"Case"
"GSE67472","GSM1647698",NA,"Case"
"GSE67472","GSM1647699",NA,"Case"
"GSE67472","GSM1647700",NA,"Case"
"GSE67472","GSM1647701",NA,"Control"
"GSE67472","GSM1647702",NA,"Control"
"GSE67472","GSM1647703",NA,"Case"
"GSE67472","GSM1647704",NA,"Case"
"GSE67472","GSM1647705",NA,"Case"
"GSE67472","GSM1647706",NA,"Case"
"GSE67472","GSM1647707",NA,"Case"
"GSE67472","GSM1647708",NA,"Case"
"GSE67472","GSM1647709",NA,"Control"
"GSE67472","GSM1647710",NA,"Control"
"GSE67472","GSM1647711",NA,"Control"
"GSE67472","GSM1647712",NA,"Control"
"GSE67472","GSM1647713",NA,"Control"
"GSE67472","GSM1647714",NA,"Control"
"GSE67472","GSM1647715",NA,"Control"
"GSE67472","GSM1647716",NA,"Case"
"GSE67472","GSM1647717",NA,"Case"
"GSE67472","GSM1647718",NA,"Control"
"GSE67472","GSM1647719",NA,"Control"
"GSE67472","GSM1647720",NA,"Control"
"GSE67472","GSM1647721",NA,"Case"
"GSE67472","GSM1647722",NA,"Case"
"GSE67472","GSM1647723",NA,"Case"
"GSE67472","GSM1647724",NA,"Case"
"GSE67472","GSM1647725",NA,"Case"
"GSE67472","GSM1647726",NA,"Case"
"GSE67472","GSM1647727",NA,"Control"
"GSE67472","GSM1647728",NA,"Control"
"GSE67472","GSM1647729",NA,"Case"
"GSE67472","GSM1647730",NA,"Case"
"GSE67472","GSM1647731",NA,"Case"
"GSE67472","GSM1647732",NA,"Case"
"GSE75214","GSM1426090",NA,"Case"
"GSE75214","GSM1426091",NA,"Case"
"GSE75214","GSM1426092",NA,"Case"
"GSE75214","GSM1426093",NA,"Case"
"GSE75214","GSM1426094",NA,"Case"
"GSE75214","GSM1426095",NA,"Case"
"GSE75214","GSM1426096",NA,"Case"
"GSE75214","GSM1426097",NA,"Case"
"GSE75214","GSM1426098",NA,"Case"
"GSE75214","GSM1426099",NA,"Case"
"GSE75214","GSM1426100",NA,"Case"
"GSE75214","GSM1426101",NA,"Case"
"GSE75214","GSM1426102",NA,"Case"
"GSE75214","GSM1426103",NA,"Case"
"GSE75214","GSM1426104",NA,"Case"
"GSE75214","GSM1426105",NA,"Case"
"GSE75214","GSM1426106",NA,"Case"
"GSE75214","GSM1426107",NA,"Case"
"GSE75214","GSM1426108",NA,"Case"
"GSE75214","GSM1426109",NA,"Case"
"GSE75214","GSM1426110",NA,"Case"
"GSE75214","GSM1426111",NA,"Case"
"GSE75214","GSM1426112",NA,"Case"
"GSE75214","GSM1426113",NA,"Case"
"GSE75214","GSM1426114",NA,"Case"
"GSE75214","GSM1426115",NA,"Case"
"GSE75214","GSM1426116",NA,"Case"
"GSE75214","GSM1426117",NA,"Case"
"GSE75214","GSM1426118",NA,"Case"
"GSE75214","GSM1426119",NA,"Case"
"GSE75214","GSM1426120",NA,"Case"
"GSE75214","GSM1426121",NA,"Case"
"GSE75214","GSM1426122",NA,"Case"
"GSE75214","GSM1426123",NA,"Case"
"GSE75214","GSM1426124",NA,"Case"
"GSE75214","GSM1426125",NA,"Case"
"GSE75214","GSM1426126",NA,"Case"
"GSE75214","GSM1426127",NA,"Case"
"GSE75214","GSM1426128",NA,"Case"
"GSE75214","GSM1426129",NA,"Case"
"GSE75214","GSM1426130",NA,"Case"
"GSE75214","GSM1426131",NA,"Case"
"GSE75214","GSM1426132",NA,"Case"
"GSE75214","GSM1426133",NA,"Case"
"GSE75214","GSM1426134",NA,"Case"
"GSE75214","GSM1426135",NA,"Case"
"GSE75214","GSM1426136",NA,"Case"
"GSE75214","GSM1426137",NA,"Case"
"GSE75214","GSM1426138",NA,"Case"
"GSE75214","GSM1426139",NA,"Case"
"GSE75214","GSM1426140",NA,"Case"
"GSE75214","GSM1426141",NA,"Case"
"GSE75214","GSM1426142",NA,"Case"
"GSE75214","GSM1426143",NA,"Case"
"GSE75214","GSM1426144",NA,"Case"
"GSE75214","GSM1426145",NA,"Case"
"GSE75214","GSM1426146",NA,"Case"
"GSE75214","GSM1426147",NA,"Case"
"GSE75214","GSM1426148",NA,"Case"
"GSE75214","GSM1426149",NA,"Case"
"GSE75214","GSM1426150",NA,"Case"
"GSE75214","GSM1426151",NA,"Case"
"GSE75214","GSM1426152",NA,"Case"
"GSE75214","GSM1426153",NA,"Case"
"GSE75214","GSM1426154",NA,"Case"
"GSE75214","GSM1426155",NA,"Case"
"GSE75214","GSM1426156",NA,"Case"
"GSE75214","GSM1426157",NA,"Case"
"GSE75214","GSM1426158",NA,"Case"
"GSE75214","GSM1426159",NA,"Case"
"GSE75214","GSM1426160",NA,"Case"
"GSE75214","GSM1426161",NA,"Case"
"GSE75214","GSM1426162",NA,"Case"
"GSE75214","GSM1426163",NA,"Case"
"GSE75214","GSM1426164",NA,"Control"
"GSE75214","GSM1426165",NA,"Control"
"GSE75214","GSM1426166",NA,"Control"
"GSE75214","GSM1426167",NA,"Control"
"GSE75214","GSM1426168",NA,"Control"
"GSE75214","GSM1426169",NA,"Control"
"GSE75214","GSM1426170",NA,"Control"
"GSE75214","GSM1426171",NA,"Control"
"GSE75214","GSM1426172",NA,"Control"
"GSE75214","GSM1426173",NA,"Control"
"GSE75214","GSM1426174",NA,"Control"
"GSE75214","GSM1426175",NA,"Control"
"GSE75214","GSM1426176",NA,"Control"
"GSE75214","GSM1426177",NA,"Control"
"GSE75214","GSM1426178",NA,"Control"
"GSE75214","GSM1426179",NA,"Control"
"GSE75214","GSM1426180",NA,"Control"
"GSE75214","GSM1426181",NA,"Control"
"GSE75214","GSM1426182",NA,"Control"
"GSE75214","GSM1426183",NA,"Control"
"GSE75214","GSM1426184",NA,"Control"
"GSE75214","GSM1426185",NA,"Control"
"GSE75214","GSM1426186",NA,"Control"
"GSE87473","GSM2332079","52","Case"
"GSE87473","GSM2332080","23","Case"
"GSE87473","GSM2332081","39","Case"
"GSE87473","GSM2332082","53","Case"
"GSE87473","GSM2332083","48","Case"
"GSE87473","GSM2332084","35","Case"
"GSE87473","GSM2332085","49","Case"
"GSE87473","GSM2332086","36","Case"
"GSE87473","GSM2332087","22","Case"
"GSE87473","GSM2332088","42","Case"
"GSE87473","GSM2332089","31","Case"
"GSE87473","GSM2332090","19","Case"
"GSE87473","GSM2332091","50","Case"
"GSE87473","GSM2332092","37","Case"
"GSE87473","GSM2332093","20","Case"
"GSE87473","GSM2332094","38","Case"
"GSE87473","GSM2332095","18","Case"
"GSE87473","GSM2332096","51","Case"
"GSE87473","GSM2332097","56","Case"
"GSE87473","GSM2332098","CO6_670606M","Control"
"GSE87473","GSM2332099","1021","Control"
"GSE87473","GSM2332100","CO10_481222V","Control"
"GSE87473","GSM2332101","1014","Control"
