"accession","disease","module","left_out","n_genes","smd_loo"
"GSE27342","STAD","JAK_STAT","JAK1",6,0.293293900240276
"GSE27342","STAD","JAK_STAT","JAK2",6,0.296458364690113
"GSE27342","STAD","JAK_STAT","JAK3",6,0.266593545614337
"GSE27342","STAD","JAK_STAT","TYK2",6,0.270073385451776
"GSE27342","STAD","JAK_STAT","STAT1",6,0.24476306849026
"GSE27342","STAD","JAK_STAT","STAT3",6,0.27212242791578
"GSE27342","STAD","JAK_STAT","STAT6",6,0.2918833090554
"GSE27342","STAD","PDGFR_KIT_CSF1R","PDGFRB",3,-0.15790636833338
"GSE27342","STAD","PDGFR_KIT_CSF1R","KIT",3,0.299138070683336
"GSE27342","STAD","PDGFR_KIT_CSF1R","CSF1R",3,0.0457744622601032
"GSE27342","STAD","PDGFR_KIT_CSF1R","FLT3",3,0.109697824449016
"GSE27342","STAD","PI3K_AKT","PIK3CA",7,0.232405524913683
"GSE27342","STAD","PI3K_AKT","PIK3CB",7,0.209660228373203
"GSE27342","STAD","PI3K_AKT","PIK3CD",7,0.226067413833071
"GSE27342","STAD","PI3K_AKT","AKT1",7,0.231095062080589
"GSE27342","STAD","PI3K_AKT","AKT2",7,0.203132858831771
"GSE27342","STAD","PI3K_AKT","MTOR",7,0.211870471387838
"GSE27342","STAD","PI3K_AKT","RPTOR",7,0.224892895000795
"GSE27342","STAD","PI3K_AKT","RPS6KB1",7,0.232706611143401
"GSE27342","STAD","RAS_MAPK","NRAS",7,0.206986527309792
"GSE27342","STAD","RAS_MAPK","HRAS",7,0.220589924228866
"GSE27342","STAD","RAS_MAPK","BRAF",7,0.222835945004912
"GSE27342","STAD","RAS_MAPK","RAF1",7,0.27015466450425
"GSE27342","STAD","RAS_MAPK","MAPK1",7,0.247424284098676
"GSE27342","STAD","RAS_MAPK","MAPK3",7,0.274825158320873
"GSE27342","STAD","RAS_MAPK","ETV4",7,0.114568882754548
"GSE27342","STAD","RAS_MAPK","ETV5",7,0.215681279688178
"GSE27342","STAD","RET_ALK_NTRK","RET",5,-0.291197025123997
"GSE27342","STAD","RET_ALK_NTRK","ALK",5,-0.420247669377641
"GSE27342","STAD","RET_ALK_NTRK","ROS1",5,-0.481428416861695
"GSE27342","STAD","RET_ALK_NTRK","NTRK1",5,-0.179098169802399
"GSE27342","STAD","RET_ALK_NTRK","NTRK2",5,-0.449427617872783
"GSE27342","STAD","RET_ALK_NTRK","NTRK3",5,-0.376112597250873
"GSE27342","STAD","SRC_FAK","SRC",3,0.177355708993409
"GSE27342","STAD","SRC_FAK","YES1",3,0.191140672269153
"GSE27342","STAD","SRC_FAK","PTK2",3,0.145659520566919
"GSE27342","STAD","SRC_FAK","PTK2B",3,0.227501028476345
"GSE27342","STAD","TGFB_SMAD","TGFB1",4,0.116693444854856
"GSE27342","STAD","TGFB_SMAD","TGFBR1",4,0.154983797243794
"GSE27342","STAD","TGFB_SMAD","TGFBR2",4,0.202237349328115
"GSE27342","STAD","TGFB_SMAD","SMAD2",4,0.197225056425565
"GSE27342","STAD","TGFB_SMAD","SMAD3",4,0.1767997925977
"GSE27342","STAD","TIE_ANGPT_AXIS","TEK",2,0.0591991537741778
"GSE27342","STAD","TIE_ANGPT_AXIS","ANGPT1",2,0.288415395529935
"GSE27342","STAD","TIE_ANGPT_AXIS","ANGPT2",2,-0.116107560590545
"GSE27342","STAD","VEGF_PDGF_AXIS","FLT1",8,0.216905589245607
"GSE27342","STAD","VEGF_PDGF_AXIS","KDR",8,0.231778907908132
"GSE27342","STAD","VEGF_PDGF_AXIS","FLT4",8,0.292517937097678
"GSE27342","STAD","VEGF_PDGF_AXIS","VEGFA",8,0.236501712407246
"GSE27342","STAD","VEGF_PDGF_AXIS","VEGFB",8,0.270433143812052
"GSE27342","STAD","VEGF_PDGF_AXIS","VEGFC",8,0.21012587853466
"GSE27342","STAD","VEGF_PDGF_AXIS","PGF",8,0.144337406708129
"GSE27342","STAD","VEGF_PDGF_AXIS","PDGFA",8,0.265815259322004
"GSE27342","STAD","VEGF_PDGF_AXIS","PDGFB",8,0.177855170078151
"GSE27342","STAD","WNT_CTNNB1","CTNNB1",3,0.123254207922329
"GSE27342","STAD","WNT_CTNNB1","AXIN2",3,0.199853339626555
"GSE27342","STAD","WNT_CTNNB1","MYC",3,0.208634140983244
"GSE27342","STAD","WNT_CTNNB1","CCND1",3,0.207603967798685
"GSE63089","STAD","EPH_RECEPTORS","EPHA1",3,1.82834026110472
"GSE63089","STAD","EPH_RECEPTORS","EPHA2",3,1.75278238353063
"GSE63089","STAD","EPH_RECEPTORS","EPHB2",3,1.40466688994567
"GSE63089","STAD","EPH_RECEPTORS","EPHB4",3,1.48199593143512
"GSE63089","STAD","ERBB_LIGANDS","EGF",5,0.659382516790111
"GSE63089","STAD","ERBB_LIGANDS","TGFA",5,0.471195864188322
"GSE63089","STAD","ERBB_LIGANDS","AREG",5,0.759144454912075
"GSE63089","STAD","ERBB_LIGANDS","EREG",5,0.422562094208882
"GSE63089","STAD","ERBB_LIGANDS","HBEGF",5,0.725018831431142
"GSE63089","STAD","ERBB_LIGANDS","NRG1",5,0.663030984038854
"GSE63089","STAD","ERBB_RECEPTORS","EGFR",3,0.46353466197461
"GSE63089","STAD","ERBB_RECEPTORS","ERBB2",3,0.331672193000369
"GSE63089","STAD","ERBB_RECEPTORS","ERBB3",3,0.352586934827195
"GSE63089","STAD","ERBB_RECEPTORS","ERBB4",3,0.80396706548785
"GSE63089","STAD","FGFR_AXIS","FGFR1",4,0.658533855566379
"GSE63089","STAD","FGFR_AXIS","FGFR3",4,0.517615749432219
"GSE63089","STAD","FGFR_AXIS","FGFR4",4,0.176251954995643
"GSE63089","STAD","FGFR_AXIS","FGF1",4,0.694303874235828
"GSE63089","STAD","FGFR_AXIS","FGF10",4,0.636283626332547
"GSE63089","STAD","HGF_MET_AXIS","MET",2,1.2419592441508
"GSE63089","STAD","HGF_MET_AXIS","MST1R",2,1.68225991681505
"GSE63089","STAD","HGF_MET_AXIS","HGF",2,0.79334859567407
"GSE63089","STAD","IGF_INSR_AXIS","IGF1R",2,0.780925547360504
"GSE63089","STAD","IGF_INSR_AXIS","INSR",2,0.523349518014764
"GSE63089","STAD","IGF_INSR_AXIS","IGF1",2,0.495656668700209
"GSE63089","STAD","JAK_STAT","JAK1",6,1.31213134350085
"GSE63089","STAD","JAK_STAT","JAK2",6,1.3050910799654
"GSE63089","STAD","JAK_STAT","JAK3",6,1.26948469885699
"GSE63089","STAD","JAK_STAT","TYK2",6,1.15701714056829
"GSE63089","STAD","JAK_STAT","STAT1",6,1.13042013160596
"GSE63089","STAD","JAK_STAT","STAT3",6,1.20997113202682
"GSE63089","STAD","JAK_STAT","STAT6",6,1.25813669569752
"GSE63089","STAD","PDGFR_KIT_CSF1R","PDGFRB",3,0.0863897467166477
"GSE63089","STAD","PDGFR_KIT_CSF1R","KIT",3,0.835901068496878
"GSE63089","STAD","PDGFR_KIT_CSF1R","CSF1R",3,0.454003765456909
"GSE63089","STAD","PDGFR_KIT_CSF1R","FLT3",3,0.430442619592155
"GSE63089","STAD","PI3K_AKT","PIK3CA",7,1.50410255396656
"GSE63089","STAD","PI3K_AKT","PIK3CB",7,1.40609247526291
"GSE63089","STAD","PI3K_AKT","PIK3CD",7,1.50982122695553
"GSE63089","STAD","PI3K_AKT","AKT1",7,1.44639864888071
"GSE63089","STAD","PI3K_AKT","AKT2",7,1.26910022924847
"GSE63089","STAD","PI3K_AKT","MTOR",7,1.44588183204434
"GSE63089","STAD","PI3K_AKT","RPTOR",7,1.39637725804612
"GSE63089","STAD","PI3K_AKT","RPS6KB1",7,1.46100739530162
"GSE63089","STAD","RAS_MAPK","NRAS",6,1.32834173025852
"GSE63089","STAD","RAS_MAPK","HRAS",6,1.2625654764743
"GSE63089","STAD","RAS_MAPK","RAF1",6,1.50409673863185
"GSE63089","STAD","RAS_MAPK","MAPK1",6,1.51559832057442
"GSE63089","STAD","RAS_MAPK","MAPK3",6,1.54914093685447
"GSE63089","STAD","RAS_MAPK","ETV4",6,1.05013317951361
"GSE63089","STAD","RAS_MAPK","ETV5",6,1.27505327268027
"GSE63089","STAD","RET_ALK_NTRK","RET",5,-0.0401221771026728
"GSE63089","STAD","RET_ALK_NTRK","ALK",5,0.00438473482331849
"GSE63089","STAD","RET_ALK_NTRK","ROS1",5,-0.169789475855135
"GSE63089","STAD","RET_ALK_NTRK","NTRK1",5,-0.12021592552802
"GSE63089","STAD","RET_ALK_NTRK","NTRK2",5,-0.101058029438002
"GSE63089","STAD","RET_ALK_NTRK","NTRK3",5,0.174550729328829
"GSE63089","STAD","SRC_FAK","SRC",3,1.28962838180011
"GSE63089","STAD","SRC_FAK","YES1",3,1.16558669151602
"GSE63089","STAD","SRC_FAK","PTK2",3,0.900637761684318
"GSE63089","STAD","SRC_FAK","PTK2B",3,1.48065580140468
"GSE63089","STAD","TGFB_SMAD","TGFB1",4,0.923391557512735
"GSE63089","STAD","TGFB_SMAD","TGFBR1",4,0.957555460323399
"GSE63089","STAD","TGFB_SMAD","TGFBR2",4,1.19753910317619
"GSE63089","STAD","TGFB_SMAD","SMAD2",4,1.14657799491813
"GSE63089","STAD","TGFB_SMAD","SMAD3",4,0.94606283916217
"GSE63089","STAD","TIE_ANGPT_AXIS","TEK",2,0.634417015263932
"GSE63089","STAD","TIE_ANGPT_AXIS","ANGPT1",2,1.18710587638481
"GSE63089","STAD","TIE_ANGPT_AXIS","ANGPT2",2,0.0843843001584806
"GSE63089","STAD","VEGF_PDGF_AXIS","FLT1",7,0.967085911664121
"GSE63089","STAD","VEGF_PDGF_AXIS","KDR",7,0.965481641771168
"GSE63089","STAD","VEGF_PDGF_AXIS","FLT4",7,0.994341471862555
"GSE63089","STAD","VEGF_PDGF_AXIS","VEGFA",7,0.976619663546102
"GSE63089","STAD","VEGF_PDGF_AXIS","VEGFB",7,1.06729610200815
"GSE63089","STAD","VEGF_PDGF_AXIS","VEGFC",7,0.933796787439966
"GSE63089","STAD","VEGF_PDGF_AXIS","PGF",7,0.77192675215961
"GSE63089","STAD","VEGF_PDGF_AXIS","PDGFB",7,0.911917462805376
"GSE63089","STAD","WNT_CTNNB1","CTNNB1",3,0.736356967582789
"GSE63089","STAD","WNT_CTNNB1","AXIN2",3,1.12913038676629
"GSE63089","STAD","WNT_CTNNB1","MYC",3,1.21390150836171
"GSE63089","STAD","WNT_CTNNB1","CCND1",3,1.03267442407632
"GSE13911","STAD","EPH_RECEPTORS","EPHA1",3,1.57478018828375
"GSE13911","STAD","EPH_RECEPTORS","EPHA2",3,1.29508276482215
"GSE13911","STAD","EPH_RECEPTORS","EPHB2",3,0.92314855950045
"GSE13911","STAD","EPH_RECEPTORS","EPHB4",3,0.862648267098902
"GSE13911","STAD","ERBB_LIGANDS","EGF",5,-0.873312710717823
"GSE13911","STAD","ERBB_LIGANDS","TGFA",5,-1.02587827874483
"GSE13911","STAD","ERBB_LIGANDS","AREG",5,-1.10107254000811
"GSE13911","STAD","ERBB_LIGANDS","EREG",5,-1.4965313244928
"GSE13911","STAD","ERBB_LIGANDS","HBEGF",5,-0.779935999925856
"GSE13911","STAD","ERBB_LIGANDS","NRG1",5,-0.874188282209162
"GSE13911","STAD","ERBB_RECEPTORS","EGFR",3,-0.688952033044359
"GSE13911","STAD","ERBB_RECEPTORS","ERBB2",3,-1.4480276980707
"GSE13911","STAD","ERBB_RECEPTORS","ERBB3",3,-1.01302606167173
"GSE13911","STAD","ERBB_RECEPTORS","ERBB4",3,-0.623861097616473
"GSE13911","STAD","FGFR_AXIS","FGFR1",7,-0.503688776185893
"GSE13911","STAD","FGFR_AXIS","FGFR2",7,-0.23562034750982
"GSE13911","STAD","FGFR_AXIS","FGFR3",7,-0.451460203848313
"GSE13911","STAD","FGFR_AXIS","FGFR4",7,-0.648049877264422
"GSE13911","STAD","FGFR_AXIS","FGF1",7,-0.431908636620514
"GSE13911","STAD","FGFR_AXIS","FGF2",7,-0.372732950724248
"GSE13911","STAD","FGFR_AXIS","FGF7",7,-0.37957577190662
"GSE13911","STAD","FGFR_AXIS","FGF10",7,-0.321427238045721
"GSE13911","STAD","HGF_MET_AXIS","MET",2,-0.256507236702421
"GSE13911","STAD","HGF_MET_AXIS","MST1R",2,0.722463898503128
"GSE13911","STAD","HGF_MET_AXIS","HGF",2,0.0503713771105106
"GSE13911","STAD","IGF_INSR_AXIS","IGF1R",2,-0.448949458405371
"GSE13911","STAD","IGF_INSR_AXIS","INSR",2,-0.378309983007111
"GSE13911","STAD","IGF_INSR_AXIS","IGF1",2,-0.412880445897268
"GSE13911","STAD","JAK_STAT","JAK1",8,0.7109753538011
"GSE13911","STAD","JAK_STAT","JAK2",8,0.836808721153757
"GSE13911","STAD","JAK_STAT","JAK3",8,0.696414708200076
"GSE13911","STAD","JAK_STAT","TYK2",8,0.654866605730353
"GSE13911","STAD","JAK_STAT","STAT1",8,0.457104149891829
"GSE13911","STAD","JAK_STAT","STAT3",8,0.472189968816461
"GSE13911","STAD","JAK_STAT","STAT5A",8,0.431943955134975
"GSE13911","STAD","JAK_STAT","STAT5B",8,0.619276553491546
"GSE13911","STAD","JAK_STAT","STAT6",8,0.571486104221087
"GSE13911","STAD","PDGFR_KIT_CSF1R","PDGFRA",4,-0.776633289319477
"GSE13911","STAD","PDGFR_KIT_CSF1R","PDGFRB",4,-1.64244042497335
"GSE13911","STAD","PDGFR_KIT_CSF1R","KIT",4,-0.64167077396348
"GSE13911","STAD","PDGFR_KIT_CSF1R","CSF1R",4,-1.08449268196133
"GSE13911","STAD","PDGFR_KIT_CSF1R","FLT3",4,-1.03481372082804
"GSE13911","STAD","PI3K_AKT","PIK3CA",8,0.378958657184701
"GSE13911","STAD","PI3K_AKT","PIK3CB",8,0.11683590841209
"GSE13911","STAD","PI3K_AKT","PIK3CD",8,0.476873105263542
"GSE13911","STAD","PI3K_AKT","AKT1",8,0.302137637722871
"GSE13911","STAD","PI3K_AKT","AKT2",8,0.476358282039341
"GSE13911","STAD","PI3K_AKT","PDPK1",8,0.101966272484123
"GSE13911","STAD","PI3K_AKT","MTOR",8,0.32723890323053
"GSE13911","STAD","PI3K_AKT","RPTOR",8,0.246215931720753
"GSE13911","STAD","PI3K_AKT","RPS6KB1",8,0.233819865501706
"GSE13911","STAD","RAS_MAPK","KRAS",11,0.868469319976332
"GSE13911","STAD","RAS_MAPK","NRAS",11,0.56597563453161
"GSE13911","STAD","RAS_MAPK","HRAS",11,0.418571494719454
"GSE13911","STAD","RAS_MAPK","BRAF",11,0.653304701539551
"GSE13911","STAD","RAS_MAPK","RAF1",11,0.8113935978396
"GSE13911","STAD","RAS_MAPK","MAP2K1",11,0.441557628885713
"GSE13911","STAD","RAS_MAPK","MAP2K2",11,0.672155609569793
"GSE13911","STAD","RAS_MAPK","MAPK1",11,0.721284474642753
"GSE13911","STAD","RAS_MAPK","MAPK3",11,0.956038683164881
"GSE13911","STAD","RAS_MAPK","DUSP6",11,0.427747514579048
"GSE13911","STAD","RAS_MAPK","ETV4",11,0.373749683362666
"GSE13911","STAD","RAS_MAPK","ETV5",11,0.790210873261029
"GSE13911","STAD","RET_ALK_NTRK","RET",5,-1.00761330909924
"GSE13911","STAD","RET_ALK_NTRK","ALK",5,-1.15523202040008
"GSE13911","STAD","RET_ALK_NTRK","ROS1",5,-1.04775132365479
"GSE13911","STAD","RET_ALK_NTRK","NTRK1",5,-0.822352290106584
"GSE13911","STAD","RET_ALK_NTRK","NTRK2",5,-1.13288033095492
"GSE13911","STAD","RET_ALK_NTRK","NTRK3",5,-0.779406236029292
"GSE13911","STAD","SRC_FAK","SRC",4,-0.418517839493174
"GSE13911","STAD","SRC_FAK","FYN",4,-0.2455929520906
"GSE13911","STAD","SRC_FAK","YES1",4,-0.262812642404733
"GSE13911","STAD","SRC_FAK","PTK2",4,-0.890163245617816
"GSE13911","STAD","SRC_FAK","PTK2B",4,-0.380233343675711
"GSE13911","STAD","TAM_AXL_AXIS","AXL",2,-0.501341552208739
"GSE13911","STAD","TAM_AXL_AXIS","TYRO3",2,-0.192871683491102
"GSE13911","STAD","TAM_AXL_AXIS","MERTK",2,-0.399958905824312
"GSE13911","STAD","TGFB_SMAD","TGFB1",4,-0.214787743162134
"GSE13911","STAD","TGFB_SMAD","TGFBR1",4,-0.555208493676541
"GSE13911","STAD","TGFB_SMAD","TGFBR2",4,-0.0640852889828854
"GSE13911","STAD","TGFB_SMAD","SMAD2",4,0.194893471776477
"GSE13911","STAD","TGFB_SMAD","SMAD3",4,0.057419347123659
"GSE13911","STAD","TIE_ANGPT_AXIS","TEK",2,0.107551592668941
"GSE13911","STAD","TIE_ANGPT_AXIS","ANGPT1",2,0.907800488362764
"GSE13911","STAD","TIE_ANGPT_AXIS","ANGPT2",2,-0.821186646618994
"GSE13911","STAD","VEGF_PDGF_AXIS","FLT1",8,0.429808037386446
"GSE13911","STAD","VEGF_PDGF_AXIS","KDR",8,0.353428680805482
"GSE13911","STAD","VEGF_PDGF_AXIS","FLT4",8,0.425933812170984
"GSE13911","STAD","VEGF_PDGF_AXIS","VEGFA",8,0.229382178467878
"GSE13911","STAD","VEGF_PDGF_AXIS","VEGFB",8,0.312467189271177
"GSE13911","STAD","VEGF_PDGF_AXIS","VEGFC",8,0.174853442008188
"GSE13911","STAD","VEGF_PDGF_AXIS","PGF",8,0.0561674774929867
"GSE13911","STAD","VEGF_PDGF_AXIS","PDGFA",8,0.195360686978855
"GSE13911","STAD","VEGF_PDGF_AXIS","PDGFB",8,0.299471232215034
"GSE13911","STAD","WNT_CTNNB1","CTNNB1",3,0.794903637684152
"GSE13911","STAD","WNT_CTNNB1","AXIN2",3,1.49115431464922
"GSE13911","STAD","WNT_CTNNB1","MYC",3,0.801689069678159
"GSE13911","STAD","WNT_CTNNB1","CCND1",3,1.11065738306911
"GSE15471","PAAD","EPH_RECEPTORS","EPHA1",3,0.158729244230431
"GSE15471","PAAD","EPH_RECEPTORS","EPHA2",3,-0.548780272981375
"GSE15471","PAAD","EPH_RECEPTORS","EPHB2",3,0.00638274796079783
"GSE15471","PAAD","EPH_RECEPTORS","EPHB4",3,-0.369018939760723
"GSE15471","PAAD","ERBB_LIGANDS","EGF",5,0.312349796471929
"GSE15471","PAAD","ERBB_LIGANDS","TGFA",5,-0.016036768174887
"GSE15471","PAAD","ERBB_LIGANDS","AREG",5,-0.106527236277728
"GSE15471","PAAD","ERBB_LIGANDS","EREG",5,-0.0821099444198421
"GSE15471","PAAD","ERBB_LIGANDS","HBEGF",5,0.0094652248931509
"GSE15471","PAAD","ERBB_LIGANDS","NRG1",5,0.441785764853195
"GSE15471","PAAD","ERBB_RECEPTORS","EGFR",3,0.012721352799166
"GSE15471","PAAD","ERBB_RECEPTORS","ERBB2",3,-0.410995867304396
"GSE15471","PAAD","ERBB_RECEPTORS","ERBB3",3,-0.259379062937566
"GSE15471","PAAD","ERBB_RECEPTORS","ERBB4",3,0.202783519555266
"GSE15471","PAAD","FGFR_AXIS","FGFR1",7,-0.0564515697634944
"GSE15471","PAAD","FGFR_AXIS","FGFR2",7,-0.0649373268931822
"GSE15471","PAAD","FGFR_AXIS","FGFR3",7,-0.10335685085505
"GSE15471","PAAD","FGFR_AXIS","FGFR4",7,-0.0827953354423758
"GSE15471","PAAD","FGFR_AXIS","FGF1",7,-0.325622728115825
"GSE15471","PAAD","FGFR_AXIS","FGF2",7,-0.264401505291627
"GSE15471","PAAD","FGFR_AXIS","FGF7",7,-0.326154408267208
"GSE15471","PAAD","FGFR_AXIS","FGF10",7,0.0125304602945121
"GSE15471","PAAD","HGF_MET_AXIS","MET",2,1.16848854620666
"GSE15471","PAAD","HGF_MET_AXIS","MST1R",2,1.18548783358287
"GSE15471","PAAD","HGF_MET_AXIS","HGF",2,0.948544850582669
"GSE15471","PAAD","IGF_INSR_AXIS","IGF1R",2,-0.0892318941107169
"GSE15471","PAAD","IGF_INSR_AXIS","INSR",2,0.195981762858251
"GSE15471","PAAD","IGF_INSR_AXIS","IGF1",2,-0.375804468661946
"GSE15471","PAAD","JAK_STAT","JAK1",8,0.769487040888696
"GSE15471","PAAD","JAK_STAT","JAK2",8,0.744454202284604
"GSE15471","PAAD","JAK_STAT","JAK3",8,0.845079984375965
"GSE15471","PAAD","JAK_STAT","TYK2",8,0.727377562579438
"GSE15471","PAAD","JAK_STAT","STAT1",8,0.734365649942989
"GSE15471","PAAD","JAK_STAT","STAT3",8,0.712207061757767
"GSE15471","PAAD","JAK_STAT","STAT5A",8,0.768418028479488
"GSE15471","PAAD","JAK_STAT","STAT5B",8,0.859503606534199
"GSE15471","PAAD","JAK_STAT","STAT6",8,0.744146693522216
"GSE15471","PAAD","PDGFR_KIT_CSF1R","PDGFRA",4,0.793232607124915
"GSE15471","PAAD","PDGFR_KIT_CSF1R","PDGFRB",4,0.613841707874239
"GSE15471","PAAD","PDGFR_KIT_CSF1R","KIT",4,1.06241094116114
"GSE15471","PAAD","PDGFR_KIT_CSF1R","CSF1R",4,0.886001574968296
"GSE15471","PAAD","PDGFR_KIT_CSF1R","FLT3",4,1.29691609840506
"GSE15471","PAAD","PI3K_AKT","PIK3CA",8,-0.168718022758507
"GSE15471","PAAD","PI3K_AKT","PIK3CB",8,0.100928454197894
"GSE15471","PAAD","PI3K_AKT","PIK3CD",8,0.0839354313725896
"GSE15471","PAAD","PI3K_AKT","AKT1",8,-0.00110391098992627
"GSE15471","PAAD","PI3K_AKT","AKT2",8,0.379805187272922
"GSE15471","PAAD","PI3K_AKT","PDPK1",8,0.380943972352779
"GSE15471","PAAD","PI3K_AKT","MTOR",8,0.192235807146313
"GSE15471","PAAD","PI3K_AKT","RPTOR",8,0.170364673605968
"GSE15471","PAAD","PI3K_AKT","RPS6KB1",8,0.0531120147152852
"GSE15471","PAAD","RAS_MAPK","KRAS",11,0.586196740532374
"GSE15471","PAAD","RAS_MAPK","NRAS",11,0.585787553509831
"GSE15471","PAAD","RAS_MAPK","HRAS",11,0.544971928450296
"GSE15471","PAAD","RAS_MAPK","BRAF",11,0.649771693619861
"GSE15471","PAAD","RAS_MAPK","RAF1",11,0.611707384508021
"GSE15471","PAAD","RAS_MAPK","MAP2K1",11,0.554648183727727
"GSE15471","PAAD","RAS_MAPK","MAP2K2",11,0.756233530645382
"GSE15471","PAAD","RAS_MAPK","MAPK1",11,0.660715828952238
"GSE15471","PAAD","RAS_MAPK","MAPK3",11,0.712954937678739
"GSE15471","PAAD","RAS_MAPK","DUSP6",11,0.548979052394525
"GSE15471","PAAD","RAS_MAPK","ETV4",11,0.624824226874592
"GSE15471","PAAD","RAS_MAPK","ETV5",11,0.626613168528
"GSE15471","PAAD","RET_ALK_NTRK","RET",5,-0.867899284629004
"GSE15471","PAAD","RET_ALK_NTRK","ALK",5,-0.890707420093508
"GSE15471","PAAD","RET_ALK_NTRK","ROS1",5,-0.869702820417771
"GSE15471","PAAD","RET_ALK_NTRK","NTRK1",5,-0.882054718569797
"GSE15471","PAAD","RET_ALK_NTRK","NTRK2",5,-0.986296573987827
"GSE15471","PAAD","RET_ALK_NTRK","NTRK3",5,-0.921044939687174
"GSE15471","PAAD","SRC_FAK","SRC",4,0.330693301712054
"GSE15471","PAAD","SRC_FAK","FYN",4,-0.744806981590193
"GSE15471","PAAD","SRC_FAK","YES1",4,-0.0434888230196519
"GSE15471","PAAD","SRC_FAK","PTK2",4,-1.19352753465746
"GSE15471","PAAD","SRC_FAK","PTK2B",4,0.274439347130687
"GSE15471","PAAD","TAM_AXL_AXIS","AXL",2,-0.625700883773429
"GSE15471","PAAD","TAM_AXL_AXIS","TYRO3",2,0.840533561804069
"GSE15471","PAAD","TAM_AXL_AXIS","MERTK",2,0.166252389531827
"GSE15471","PAAD","TGFB_SMAD","TGFB1",4,1.06278967089693
"GSE15471","PAAD","TGFB_SMAD","TGFBR1",4,0.997066519567096
"GSE15471","PAAD","TGFB_SMAD","TGFBR2",4,1.13271833325064
"GSE15471","PAAD","TGFB_SMAD","SMAD2",4,1.07820183522913
"GSE15471","PAAD","TGFB_SMAD","SMAD3",4,1.13513653060055
"GSE15471","PAAD","TIE_ANGPT_AXIS","TEK",2,0.593418315812234
"GSE15471","PAAD","TIE_ANGPT_AXIS","ANGPT1",2,0.451395181378776
"GSE15471","PAAD","TIE_ANGPT_AXIS","ANGPT2",2,0.226895903374518
"GSE15471","PAAD","VEGF_PDGF_AXIS","FLT1",8,0.236843522454845
"GSE15471","PAAD","VEGF_PDGF_AXIS","KDR",8,0.276080578114632
"GSE15471","PAAD","VEGF_PDGF_AXIS","FLT4",8,0.659900058185189
"GSE15471","PAAD","VEGF_PDGF_AXIS","VEGFA",8,0.295411100555959
"GSE15471","PAAD","VEGF_PDGF_AXIS","VEGFB",8,0.528652321747841
"GSE15471","PAAD","VEGF_PDGF_AXIS","VEGFC",8,0.171836463087369
"GSE15471","PAAD","VEGF_PDGF_AXIS","PGF",8,0.166893971450295
"GSE15471","PAAD","VEGF_PDGF_AXIS","PDGFA",8,0.696715304051622
"GSE15471","PAAD","VEGF_PDGF_AXIS","PDGFB",8,0.694837012826704
"GSE15471","PAAD","WNT_CTNNB1","CTNNB1",3,0.278126049208477
"GSE15471","PAAD","WNT_CTNNB1","AXIN2",3,1.0582062609896
"GSE15471","PAAD","WNT_CTNNB1","MYC",3,0.922905900241505
"GSE15471","PAAD","WNT_CTNNB1","CCND1",3,0.536259542276799
"GSE28735","PAAD","EPH_RECEPTORS","EPHA1",3,0.9545676613393
"GSE28735","PAAD","EPH_RECEPTORS","EPHA2",3,0.707165257269472
"GSE28735","PAAD","EPH_RECEPTORS","EPHB2",3,1.05252325698584
"GSE28735","PAAD","EPH_RECEPTORS","EPHB4",3,0.834412606666085
"GSE28735","PAAD","ERBB_LIGANDS","EGF",5,0.614054269537434
"GSE28735","PAAD","ERBB_LIGANDS","TGFA",5,0.211811937834329
"GSE28735","PAAD","ERBB_LIGANDS","AREG",5,0.312689620690834
"GSE28735","PAAD","ERBB_LIGANDS","EREG",5,0.354591622302355
"GSE28735","PAAD","ERBB_LIGANDS","HBEGF",5,0.37716139563606
"GSE28735","PAAD","ERBB_LIGANDS","NRG1",5,0.44941819516016
"GSE28735","PAAD","ERBB_RECEPTORS","EGFR",3,0.192499414553203
"GSE28735","PAAD","ERBB_RECEPTORS","ERBB2",3,-0.154802185820364
"GSE28735","PAAD","ERBB_RECEPTORS","ERBB3",3,0.0995032830815832
"GSE28735","PAAD","ERBB_RECEPTORS","ERBB4",3,0.790665746053715
"GSE28735","PAAD","FGFR_AXIS","FGFR1",7,-0.376550592704169
"GSE28735","PAAD","FGFR_AXIS","FGFR2",7,-0.540777778710291
"GSE28735","PAAD","FGFR_AXIS","FGFR3",7,-0.456628233888309
"GSE28735","PAAD","FGFR_AXIS","FGFR4",7,-0.457432718703813
"GSE28735","PAAD","FGFR_AXIS","FGF1",7,-0.781902187745557
"GSE28735","PAAD","FGFR_AXIS","FGF2",7,-0.553085939489211
"GSE28735","PAAD","FGFR_AXIS","FGF7",7,-0.500033884479039
"GSE28735","PAAD","FGFR_AXIS","FGF10",7,-0.374873748191817
"GSE28735","PAAD","HGF_MET_AXIS","MET",2,0.767683552800334
"GSE28735","PAAD","HGF_MET_AXIS","MST1R",2,0.68884969409922
"GSE28735","PAAD","HGF_MET_AXIS","HGF",2,1.70000761336958
"GSE28735","PAAD","IGF_INSR_AXIS","IGF1R",2,-0.763675772369565
"GSE28735","PAAD","IGF_INSR_AXIS","INSR",2,-0.694821493550125
"GSE28735","PAAD","IGF_INSR_AXIS","IGF1",2,-0.432652859919844
"GSE28735","PAAD","JAK_STAT","JAK1",8,0.402881618262503
"GSE28735","PAAD","JAK_STAT","JAK2",8,0.375778992316365
